logon_frequency_daily,logoff_frequency_daily,failed_logon_ratio,after_hours_activity_ratio,weekend_activity_ratio,remote_logon_count,resource_access_count,file_copy_to_usb_bytes,email_sent_count,email_attachment_size,email_external_recipient_ratio,web_uncategorized_visits,web_download_bytes,privilege_escalation_attempts,unusual_machine_access_pattern,off_baseline_app_usage,sentiment_negative_score,concurrent_logon_count,geo_velocity_anomaly_score,Label,Attack_Type
0.9068,1.8137,0.1128,1.3564,0.9031,0.6613,1.408,214.6683,1.2583,1.2615,0.7971,0.3969,94804.9535,0.0971,0.8366,0.9703,0.0285,1.0,0.6219,0,Benign
0.5857,2.0291,0.1052,0.3594,1.2612,1.3189,1.2338,44.1532,0.9461,0.5293,0.9729,0.9494,61.1711,0.0723,0.104,0.029,1.2783,1.0,0.5875,0,Benign
0.5796,0.9596,0.056,0.9053,1.3389,1.0007,1.1718,431.0771,0.5684,1.4957,0.2632,0.8302,20765.5842,0.1095,1.3803,0.6005,0.0559,1.0,1.0235,0,Benign
0.2057,1.4502,1.0296,1.083,0.847,3.7964,0.4161,248.0914,1.2395,0.6761,1.0204,1.7853,4735.7728,0.4954,0.9116,0.7082,0.6541,5.0746,10.7495,1,CompromisedAccount_StolenCreds
0.3682,0.1783,0.0997,0.364,1.0732,0.4938,1.1663,68.8703,0.8191,1.9061,0.5213,0.7529,10244.5052,0.0269,1.0304,0.4689,1.0729,1.0,1.7282,0,Benign
1.2443,0.9641,0.1553,0.2872,1.7366,1.0552,1.1222,41.5618,0.8082,1.7527,0.5887,1.1012,11874.3174,0.0705,2.094,1.1322,1.7712,1.0,0.9379,0,Benign
0.7782,1.9108,0.1952,2.0193,1.717,0.69,0.4304,37.4776,1.2195,0.6989,0.6331,1.3095,1571.0231,0.1595,1.2516,1.2246,0.3742,1.0,1.1597,0,Benign
1.2169,0.9027,0.1442,1.7607,1.6568,1.1878,1.3313,189.9645,0.9168,2.1508,1.5855,0.2805,9674.5861,0.1324,0.5427,0.605,1.5844,1.0,1.6763,0,Benign
0.832,0.859,0.26,1.0468,0.4172,0.9005,1.2749,6720.3632,1.1003,1.9097,0.9626,0.939,941685.7167,0.077,1.4741,1.0564,0.7822,1.0,0.9641,0,Benign
0.5209,0.8137,0.1213,1.2332,1.1466,0.9671,1.4834,70.1149,0.2485,0.9164,1.0448,0.7523,26864.8834,0.0525,1.0826,0.4234,0.8359,1.0,1.7414,0,Benign
0.7754,0.7251,0.1163,1.2148,0.264,1.8759,0.2796,1843.9421,1.3882,1.5512,0.9172,0.732,43118.3128,0.0948,0.4793,0.8166,1.4703,1.0,1.1862,0,Benign
1.784,2.0485,0.147,0.0356,0.9861,0.0905,0.5105,137.9633,1.1013,1.2068,0.908,1.4894,411773.2035,0.1051,0.4322,1.4862,1.2332,1.0,1.3819,0,Benign
0.9298,1.4989,0.8308,1.4689,1.8507,0.7911,0.6307,101.9266,0.654,0.4194,1.9573,0.4526,7553.9973,1.1947,7.856,2.5834,4.9616,0.1829,0.993,1,InsiderThreat_Sabotage
0.9481,1.1448,0.1079,1.163,1.0421,1.3037,0.7748,1524.0937,1.4823,1.5555,0.8991,1.6962,10806.8795,0.0319,0.6453,1.2425,0.6656,1.0,0.9253,0,Benign
0.6063,0.1725,0.1289,1.6058,1.1273,0.6681,0.9261,2047.077,1.408,1.2269,0.2294,0.4614,120581.5353,1.2755,3.934,4.0256,5.2217,0.4266,1.1725,1,InsiderThreat_Sabotage
0.781,1.5254,0.5187,0.6195,0.5063,1.4247,1.1438,10.3814,0.5517,1.1184,1.2985,0.9479,3518.9969,1.1269,3.8292,4.2731,3.8432,0.8223,1.2608,1,InsiderThreat_Sabotage
0.5515,0.5172,0.1893,0.8117,0.7874,1.3885,0.3343,33.1007,1.8696,0.7881,1.3636,1.2016,9526.8148,0.0778,1.3545,0.8886,0.6904,1.0,1.4504,0,Benign
1.7706,2.0416,0.1117,0.735,1.2295,0.7815,0.7325,332.3568,1.7473,1.2152,0.3605,0.5058,557134.5393,0.0944,0.4433,0.5721,0.4753,1.0,1.4163,0,Benign
1.7321,1.4569,0.1625,1.3442,2.107,0.9245,1.5921,110.1445,1.4282,0.5959,1.0605,1.5191,18729.4906,0.1251,1.703,0.9204,0.1407,1.0,0.9057,0,Benign
0.6314,0.4523,0.1045,1.8765,1.0467,0.7805,1.3928,662.6509,0.2157,1.3934,2.0789,0.5099,11241.148,0.117,1.0516,0.4238,1.2995,1.0,1.1412,0,Benign
0.6115,0.9023,0.8896,1.121,1.0474,0.9849,0.8533,306989.5612,1.2806,22.2073,0.8663,1.1027,2934.4503,1.5404,1.1388,0.4851,0.5296,2.1633,1.3116,1,InsiderThreat_IPTheft
0.4526,0.8629,0.1628,1.8859,1.2983,1.9046,0.9982,14.0224,0.8405,1.8515,1.2983,1.4967,14803.0263,0.1471,0.7044,1.1717,0.468,1.0,1.0624,0,Benign
1.3814,0.4566,0.0906,0.5739,1.063,1.6504,1.5978,89.5033,0.3068,0.2817,0.8086,0.6701,22138.7416,0.0923,0.8433,1.3429,0.9832,1.0,0.9622,0,Benign
1.545,1.4087,0.8763,0.9891,1.4402,0.3517,1.0048,96.5721,0.9272,0.4743,1.2319,1.852,2849.6421,0.3206,9.8588,11.3219,0.9804,2.2107,10.0523,1,ZeroDay_AccountTakeover
0.7982,1.1361,0.2119,0.3507,1.4662,1.0894,0.5347,193.9232,0.2318,1.6941,1.0446,1.5611,21952.7863,0.0772,1.7381,0.3761,0.9671,1.0,1.3875,0,Benign
1.7505,0.79,0.1513,1.5666,1.2457,1.1382,1.6725,187.6717,0.4355,1.2947,1.3748,0.7015,584869.7692,0.0276,0.5756,1.4657,0.3732,1.0,0.1833,0,Benign
0.3937,0.9097,0.1691,0.164,1.2473,1.4975,0.2366,804.128,1.0275,0.6271,1.8392,1.0015,9675.0169,0.1253,0.6431,0.2923,1.4986,1.0,1.2146,0,Benign
0.1953,0.9186,0.0014,0.9315,0.1102,0.6969,1.0717,25150.6219,1.1076,0.157,2.0425,1.228,16387.1902,0.0932,1.44,1.1207,0.7665,1.0,1.0116,0,Benign
0.9011,1.3111,0.1425,1.4492,0.9947,1.025,0.17,11.3537,0.9758,1.0985,0.3078,1.2703,2935.3757,0.0605,0.9994,0.2976,0.6386,1.0,0.7748,0,Benign
0.672,1.3428,0.103,0.0207,0.682,1.641,0.8082,70.0403,1.3691,0.2371,0.802,0.1567,12013.4304,0.0695,1.7204,1.0449,2.3619,1.0,0.8605,0,Benign
1.0739,0.7347,0.0994,0.8636,0.6332,1.5633,0.7821,82.2277,1.2531,1.1659,0.4081,0.4512,18176.755,0.1069,1.8262,1.1413,1.6477,1.0,0.389,0,Benign
1.0318,1.5246,0.037,0.7966,0.721,1.9327,1.5741,104.01,1.6478,1.3135,0.5244,0.2021,35431.039,0.1502,0.7148,0.6364,1.0481,1.0,0.6454,0,Benign
1.2772,0.8392,0.1206,0.9185,0.4761,0.6261,0.1642,1442.8113,1.0014,0.707,1.0635,0.9627,36712.3103,0.0615,0.2618,0.6648,0.5499,1.0,1.6108,0,Benign
1.8962,0.9696,0.0059,1.6589,0.0743,1.3635,1.0752,55.2933,1.5013,1.6309,0.0331,0.4393,99483.9196,0.1386,1.7494,1.1331,0.8475,1.0,0.6243,0,Benign
1.3883,1.1846,0.069,1.49,1.373,1.7057,1.4482,62.1074,1.0171,1.3535,0.985,0.6777,45492.5275,0.0991,0.0156,0.4574,0.9844,1.0,0.7413,0,Benign
0.7189,1.2018,1.3472,0.9378,1.2614,1.1032,2.0326,55.7425,1.1247,0.5325,0.4777,1.7062,19338.8663,0.6432,7.1518,6.2118,4.2289,1.4506,1.8648,1,InsiderThreat_Sabotage
0.4958,1.0223,0.1474,1.3963,0.8575,0.7936,0.5779,3278.6171,0.6691,0.5878,1.1281,0.4469,19039.4947,0.0875,0.7093,1.1222,0.1613,1.0,1.0481,0,Benign
1.4528,1.1061,0.1907,0.8255,1.2008,1.1695,1.7743,65.9056,0.2559,1.8058,1.2346,0.481,7929.7213,0.0722,1.1326,2.0339,1.1953,1.0,0.0692,0,Benign
2.0205,1.2549,1.0232,0.2327,1.1464,0.2563,1.663,305.5881,1.6749,1.0029,0.8439,1.0207,4443.8799,0.3922,11.4783,8.2857,1.1234,0.4489,13.8132,1,ZeroDay_AccountTakeover
1.2992,0.9696,0.1012,0.8589,0.7088,1.0095,0.9177,23.9804,1.0475,0.3983,0.9562,0.8021,33880.8736,0.0665,1.3452,0.9711,1.0691,1.0,0.8421,0,Benign
1.6695,1.049,0.0668,0.348,1.3983,0.697,1.1043,791.2491,0.216,0.8455,1.2548,0.9564,561555.1889,0.0854,0.529,1.4041,1.3451,1.0,1.6154,0,Benign
1.2332,1.2734,0.1515,0.2177,0.9819,0.697,1.6664,26.6903,1.5226,0.0274,1.0388,0.9809,2119.5993,0.1486,1.0514,0.1064,0.5506,1.0,0.7691,0,Benign
1.009,1.389,0.0829,0.1231,0.9086,0.8584,1.5765,93.6113,0.8426,1.6411,0.5633,1.1976,165544.8147,0.069,1.0688,0.8689,0.7131,1.0,1.2684,0,Benign
0.7882,1.2908,1.7751,1.9432,1.1643,12.1627,1.4457,50.9897,1.0204,0.4296,0.9701,0.8073,1021547.9002,1.5152,1.2637,1.6507,1.0303,4.6621,9.7789,1,CompromisedAccount_StolenCreds
0.8799,0.8563,0.0001,0.2145,0.7739,1.0895,0.9603,110.4867,0.5015,0.8909,0.5296,0.3919,1205.154,0.0805,1.3797,0.5131,0.7868,1.0,0.9078,0,Benign
0.7703,0.0416,0.14,0.9317,0.8602,0.8851,1.3742,9.5605,1.5479,0.1514,0.597,1.2775,5124.9171,0.058,0.3873,0.904,1.5436,1.0,1.5882,0,Benign
0.2282,0.8001,0.0803,1.3231,1.4414,0.4293,0.3595,386.9252,1.1539,0.5233,0.9588,0.4065,15831.8334,0.1468,1.4439,1.0111,1.2123,1.0,0.9403,0,Benign
0.6857,0.5758,0.1121,1.5414,0.7123,0.4202,1.4184,1589.8159,1.2269,2.4361,1.6152,0.7315,48117.5385,0.1672,0.8156,0.9828,0.5855,1.0,0.7529,0,Benign
1.5587,1.8607,0.022,0.7757,0.9761,1.5252,0.7369,25.595,0.8989,1.6665,0.7605,0.1998,13937.3019,0.0692,2.0971,1.4934,0.5281,1.0,0.2936,0,Benign
1.0899,1.0987,0.126,1.6841,1.6948,0.5899,1.3144,906.5376,0.6021,0.4411,0.3222,1.0241,11435.7459,0.0998,1.4691,1.2197,0.7181,1.0,1.3011,0,Benign
0.5275,0.8436,0.9517,0.7512,1.1455,1.1501,0.4293,210.8304,0.8294,1.6794,0.8899,1.4512,7732.1439,0.8987,4.9955,6.673,2.6983,0.9325,0.9958,1,InsiderThreat_Sabotage
0.3795,0.9137,0.1787,1.3588,1.1989,0.9224,1.7804,223.6328,0.7791,1.0138,0.2197,0.4011,505397.5862,0.0471,0.8978,1.2626,0.8432,1.0,1.0194,0,Benign
1.1177,1.5401,0.0884,0.5218,1.5382,0.0335,1.7156,88.6027,0.9892,1.3053,0.8757,0.5298,125916.4827,0.1756,1.4277,0.9839,1.6011,1.0,0.7267,0,Benign
2.0481,0.7989,0.1673,1.1029,1.0071,0.3796,0.6668,58.9165,1.3131,0.9035,1.0295,1.8386,15589.6886,0.1429,0.3405,1.0812,0.3734,1.0,1.0667,0,Benign
1.8045,0.3686,1.3386,1.9091,0.0369,1.13,7.4493,12.7767,1.3608,1.0067,0.3655,1.6776,13177.3995,4.3442,2.1157,7.6836,0.7544,1.1431,0.8363,1,PrivilegeAbuse
0.8335,0.64,0.0468,1.1416,1.0879,1.167,0.3978,234.5547,0.8144,1.1853,0.1493,0.5677,1159.4871,0.0195,1.4189,0.6417,0.9272,1.0,0.921,0,Benign
2.5235,1.8132,1.1943,1.8117,1.1163,32.2877,0.4257,494.8637,1.3616,1.7103,0.7245,0.7146,23506.7466,0.0214,1.2724,0.4708,1.7844,4.86,7.9726,1,CompromisedAccount_StolenCreds
0.4468,1.0032,0.0916,0.7417,0.6417,0.6127,0.7229,192.3372,0.6866,0.8209,1.2391,0.7268,17522.0524,0.0645,0.0276,0.7132,0.7695,1.0,1.5293,0,Benign
0.7825,0.5534,0.0591,1.817,1.149,0.352,0.3394,406.9685,0.5909,1.0542,1.7728,0.5961,8624.8084,0.0757,0.3499,0.9398,0.3682,1.0,1.0001,0,Benign
0.5908,2.0211,0.1605,0.2882,1.4773,1.2364,1.5886,941.4042,1.0397,2.0516,0.7641,0.7438,11926.7024,0.0822,1.7816,1.0871,0.9687,1.0,1.6131,0,Benign
0.9435,1.6206,0.0749,1.5732,1.2407,1.7578,0.3332,458.5986,0.3537,1.0287,0.1689,1.1229,21941.0991,0.1249,0.6094,1.2928,1.7056,1.0,1.1255,0,Benign
0.541,0.5676,0.088,1.114,1.2904,0.9811,1.4371,30.2,1.2628,1.1262,0.4871,0.8254,22821.203,0.0877,0.7666,1.0463,0.006,1.0,1.6612,0,Benign
1.4375,1.2283,0.0917,1.0666,0.0788,1.5066,1.4743,35.5769,1.5474,1.2575,0.678,1.0272,6922.4961,0.0968,1.3178,0.8801,1.1338,1.0,0.914,0,Benign
0.8542,1.198,0.2275,1.29,1.4631,0.9191,1.4685,2164.0454,1.0148,1.7498,0.9601,0.7351,30229.8442,0.0618,1.2258,0.2833,1.0325,1.0,0.161,0,Benign
1.0899,2.1135,0.112,1.7386,1.8523,1.8528,1.0649,88.8058,0.5267,1.1045,0.8827,0.9197,28569.3208,0.0703,0.7369,0.8052,0.2933,1.0,0.336,0,Benign
1.1208,1.4399,0.1694,0.4565,1.2617,0.3438,0.649,106.1279,1.4965,1.613,0.7653,0.4238,22137.0232,0.0906,0.5297,0.2667,1.7446,1.0,2.1415,0,Benign
1.2924,0.2458,0.2074,0.7736,1.0602,0.2066,1.5143,6048.2748,1.0907,1.293,0.3394,0.4009,1873.9657,0.0574,1.0427,0.9597,0.9034,1.0,0.928,0,Benign
1.8213,0.0519,0.1078,1.5232,1.0268,1.7035,0.9751,169.1413,1.7402,0.3533,1.8574,1.3697,14276.3777,0.1393,0.8026,1.1971,1.2278,1.0,0.845,0,Benign
1.0674,0.9816,0.0442,1.4237,0.3372,0.9515,0.657,1133.7221,0.1459,1.632,0.653,0.943,123878.0328,0.0307,0.4894,1.0328,1.0734,1.0,1.2701,0,Benign
1.2817,0.716,0.1211,0.3899,1.4823,1.0276,1.0311,34.3936,1.4008,1.6786,0.5382,1.1797,63427.1478,0.111,0.609,0.7103,0.9736,1.0,1.5275,0,Benign
1.9893,0.8923,0.0,1.2573,0.2357,1.2211,1.136,734.7432,0.5548,1.2845,0.7868,0.8616,374821.9509,0.1206,1.4846,1.3469,1.5077,1.0,1.0577,0,Benign
0.4127,0.2813,0.1546,0.7074,0.6137,1.1457,0.0998,253.1233,1.4996,0.0385,0.9974,1.6268,15330.4702,0.0327,0.9599,0.7283,0.7312,1.0,1.3991,0,Benign
0.7835,0.5863,0.1394,0.4247,1.3916,0.0581,0.4284,80.749,1.1612,1.224,1.43,0.9656,14660.7295,0.091,1.2211,0.2637,0.5917,1.0,0.6431,0,Benign
1.2208,1.8469,0.7902,1.3451,1.6093,1.5966,0.3421,33978.9328,0.0554,64.9983,2.2115,1.5783,175036.9161,1.1451,0.4009,0.9852,1.4775,0.7856,1.181,1,InsiderThreat_IPTheft
0.5825,0.7769,1.672,1.1283,0.7675,1.2132,1.1091,53.2155,0.7974,1.0364,1.3347,0.1781,2727.3554,0.2823,12.292,8.6052,0.4877,1.2119,9.9857,1,ZeroDay_AccountTakeover
1.3918,1.5754,1.277,2.2573,0.3554,7.7116,1.042,6.0604,0.8858,1.4419,1.3799,1.1084,5806.058,0.1309,0.7027,1.4865,0.8945,5.1994,9.6744,1,CompromisedAccount_StolenCreds
0.1713,1.0311,0.0585,0.9604,0.3653,1.5192,0.1283,48.7757,0.9292,0.6874,0.0843,1.3528,2962.6754,0.0124,0.9693,0.3627,1.0008,1.0,1.619,0,Benign
0.7705,0.5481,0.0943,1.1667,0.4609,1.0832,2.0847,123.6556,0.5212,0.4088,0.2885,0.3004,21294.5839,0.1538,0.2603,0.8659,1.0768,1.0,1.2694,0,Benign
0.8234,1.9114,0.1106,1.2896,0.6756,1.2702,1.26,120.5253,1.6699,1.8755,0.0539,1.0319,40062.5082,0.0941,1.3602,1.0285,0.9647,1.0,1.851,0,Benign
1.6216,1.0258,0.1209,1.4322,1.6049,1.2512,0.4552,2558.6868,1.59,0.5059,1.6163,0.9305,12274.0981,0.1046,1.5988,1.1629,1.3306,1.0,1.8912,0,Benign
1.7641,1.0175,1.0891,1.6484,0.926,0.3618,0.6319,95955.0106,0.2602,76.8816,1.6286,0.6265,13047.286,1.2887,0.7045,1.3001,0.9791,1.0396,0.835,1,InsiderThreat_IPTheft
1.0435,0.5062,0.1117,0.4792,1.7927,0.6674,0.3358,2153.592,1.5292,0.1537,0.795,1.0355,20469.6682,0.2276,0.6564,1.1606,1.4031,1.0,0.7813,0,Benign
0.7637,0.2703,0.0899,1.4529,0.6767,1.2333,0.72,769.4454,0.5026,1.0301,1.5928,1.4209,68214.4507,0.1388,1.4162,0.0299,0.9757,1.0,0.8035,0,Benign
1.0615,1.5814,0.2481,0.9527,0.265,1.6861,0.8593,387.5065,0.7416,1.2422,0.7468,0.7593,88462.7875,0.5164,4.5851,3.9026,5.2146,0.273,0.9597,1,InsiderThreat_Sabotage
1.0777,1.5619,0.0809,0.8323,0.9012,1.7778,1.1568,1.2564,1.2601,1.13,0.0111,0.9942,16372.3029,0.1753,1.1284,1.7631,1.0784,1.0,0.864,0,Benign
0.4819,0.544,0.1062,0.8606,1.5583,0.0111,1.1065,1937.6962,1.2465,0.8281,0.9065,0.6808,19113.4403,0.0866,0.6502,0.5831,0.0554,1.0,0.7313,0,Benign
0.7853,1.2247,2.4565,0.8895,1.5421,1.7402,0.8009,27742.9935,0.3702,18.522,1.9027,0.9671,2438.9929,0.7862,1.6778,1.4099,0.1372,1.2102,0.7155,1,InsiderThreat_IPTheft
0.3113,0.9102,1.5303,1.2278,1.1633,0.7626,0.4059,3296.6813,1.0204,1.1464,0.6496,0.2278,12327.0126,0.3351,10.1198,8.8967,1.0397,1.5325,10.9995,1,ZeroDay_AccountTakeover
1.3513,1.1033,0.1641,1.1031,0.6261,0.8723,1.1412,588.9588,0.471,1.0446,1.87,0.0525,23483.1435,0.0477,1.2812,0.9106,1.3737,1.0,1.1049,0,Benign
1.2843,0.7486,0.0973,1.3035,0.0031,0.9344,1.0123,1022.0084,1.5761,0.4173,0.5437,0.9377,69941.5559,0.0912,1.2013,1.4454,1.3417,1.0,1.4323,0,Benign
1.8005,0.667,0.1124,1.6301,1.5913,1.2442,1.2481,5.8059,1.6661,2.2776,1.7677,0.7082,29551.277,0.1233,0.4878,1.331,1.2304,1.0,1.1675,0,Benign
1.1428,2.0377,1.0854,2.043,1.0584,1.4077,1.1511,12212.9523,0.8908,18.9961,1.6658,1.0756,15480.2149,0.7777,1.4159,0.7512,0.9001,1.1441,1.0455,1,InsiderThreat_IPTheft
1.2064,1.5874,0.1399,2.1754,0.8782,0.9637,0.715,583.1625,1.2867,0.87,1.2733,1.1971,75357.4623,0.0851,0.8325,0.7631,1.0667,1.0,0.5225,0,Benign
0.9845,0.7602,0.0817,1.3934,0.3425,0.5666,1.0658,137.0016,0.798,1.573,1.2483,1.2921,1197.6206,0.0847,1.0447,0.9557,0.4934,1.0,0.3273,0,Benign
0.7916,0.4424,0.2071,0.9084,0.6219,2.21,0.838,20.3076,0.5274,0.9909,1.5112,0.5321,7954.1346,0.1005,0.2954,1.9657,1.0466,1.0,0.796,0,Benign
0.9056,0.4945,0.1461,0.0078,0.4005,1.5649,0.4582,604.513,1.1454,1.0124,1.6042,1.1932,26755.7955,0.0531,0.7691,1.5476,0.7849,1.0,0.8244,0,Benign
1.3488,0.4706,1.8596,0.1275,0.1006,1.5663,3.3373,100.4763,1.7014,1.0362,2.516,0.7711,13994.2692,6.5952,0.586,5.3926,0.3956,1.079,1.6131,1,PrivilegeAbuse
1.2366,1.7141,0.12,1.8286,0.112,1.5353,1.5361,16.1438,0.7254,0.571,1.2088,0.9534,28566.3851,0.0038,1.0126,0.0737,1.4145,1.0,0.018,0,Benign
0.5647,1.1837,0.2533,1.9085,0.7021,1.8618,1.43,13.2824,1.0909,0.9193,1.313,0.8759,1027.0321,0.1519,1.2337,1.2749,0.3336,1.0,1.2234,0,Benign
1.5746,0.3931,1.6217,0.8609,1.0095,1.1417,1.4452,116595.3524,1.1561,49.6621,2.1098,0.8209,21315.5428,1.9891,0.315,0.2223,1.3438,0.5992,0.941,1,InsiderThreat_IPTheft
0.438,0.6546,0.0558,1.8268,0.3938,1.1788,0.1897,1122.7412,1.2638,1.1871,0.3766,2.0628,104336.5585,0.1757,0.3768,0.0131,1.0653,1.0,1.4284,0,Benign
2.1467,0.1362,0.0118,1.4408,0.7655,1.2811,2.1546,947.987,0.3445,0.1475,0.8806,1.0092,25189.6299,0.1567,0.0564,0.4516,0.4693,1.0,1.0113,0,Benign
0.4759,1.64,0.0869,0.4508,0.8403,1.0349,0.9958,529.4927,0.999,0.7833,1.12,0.7917,7533.7792,0.096,1.8895,1.1792,1.2395,1.0,1.4499,0,Benign
0.8315,0.6107,0.1798,1.0103,1.272,0.7634,0.7446,3.7619,1.894,0.8606,0.6517,1.1886,488038.9275,0.1083,1.7584,0.3158,0.6213,1.0,0.6134,0,Benign
1.7218,0.4983,0.1045,0.7979,1.436,1.0615,0.1567,277.9657,1.3932,1.2513,1.4715,0.9555,19089.5798,0.0707,0.9635,0.0257,0.4865,1.0,1.4918,0,Benign
1.4575,0.8422,0.0542,1.1446,0.7286,0.7202,0.7102,20.479,0.3268,1.2876,0.1169,1.0558,956.4052,0.0812,1.2627,0.973,0.955,1.0,0.4466,0,Benign
1.5278,1.8321,0.9799,0.0035,0.9692,1.5807,9.1715,50.4703,1.0659,0.8462,0.6266,0.9485,38175.5367,1.8435,1.7083,8.7475,0.8074,1.5972,1.3922,1,PrivilegeAbuse
0.9271,1.4536,0.0646,1.3942,1.6712,0.9636,0.9957,72.4177,0.5113,1.1209,0.7232,0.6509,4268.1382,0.0592,0.8545,0.0121,0.3155,1.0,0.9035,0,Benign
1.642,0.7485,0.0975,1.3511,1.3382,0.1698,1.6173,118.7932,0.8114,1.1692,0.8541,0.8743,3113.101,0.1658,0.5604,0.8227,1.8636,1.0,1.0981,0,Benign
1.6573,2.1631,1.2018,1.1092,1.2106,1.0716,1.0675,5242.1838,1.0619,15.8497,2.0358,0.7478,27996.9624,0.9842,1.7905,0.8735,1.3289,1.2129,0.6062,1,InsiderThreat_IPTheft
1.2777,1.125,0.1279,1.1812,0.8204,0.7704,0.3389,225.9864,2.6256,0.0446,1.3143,1.8802,768.066,0.0412,2.2579,1.2435,0.2581,1.0,0.4735,0,Benign
1.7918,1.0332,0.8191,0.7964,0.5958,1.0654,8.6909,230.0944,1.1861,1.0794,0.7611,0.993,52175.4399,1.6972,0.3103,8.6212,1.9652,0.635,0.3766,1,PrivilegeAbuse
0.5328,0.3582,0.0613,1.232,0.2882,1.1675,0.6942,82.1786,0.731,1.4579,1.2048,0.629,15672.5952,0.1075,1.4793,1.3258,0.3906,1.0,1.0174,0,Benign
0.1898,0.7732,0.0429,0.9149,0.9755,1.6408,0.7399,39.654,0.3184,0.9331,1.1517,1.2002,312649.7727,0.0671,0.8816,0.1858,0.1909,1.0,1.0923,0,Benign
0.6404,1.6728,0.123,0.9206,1.4772,1.5089,0.1901,439.866,0.0129,0.4687,0.3925,2.2521,12482.2725,0.0587,0.4511,0.2318,1.5612,1.0,1.4051,0,Benign
1.0401,0.7092,1.7259,0.2363,0.147,0.6471,12.5741,2821.4373,0.3058,0.9836,0.8191,0.7337,443597.9717,5.504,0.9245,4.6619,1.0091,1.0124,0.8324,1,PrivilegeAbuse
0.9103,1.0363,0.0819,1.467,2.0093,1.1269,0.6655,282.4526,1.468,1.5422,0.8898,1.1974,397231.6144,0.0488,0.6758,0.7295,1.3,1.0,0.7846,0,Benign
1.7344,0.6427,1.178,1.7425,0.3591,1.276,3.3983,49.886,1.1203,1.9792,0.6888,0.7409,6992.1249,3.702,1.4726,7.8943,1.6,0.4396,0.8066,1,PrivilegeAbuse
1.2126,0.8382,0.1424,1.8401,1.0821,1.394,0.7343,130.0934,0.9618,0.1557,1.0429,1.2826,109648.5755,0.0464,0.7076,0.8164,1.1027,1.0,1.3273,0,Benign
0.3149,0.6848,0.0172,0.6431,1.4228,0.031,0.407,2.9573,0.7104,0.7815,0.7265,0.2006,340374.0033,0.1657,1.4208,0.2385,1.9576,1.0,0.5028,0,Benign
1.2181,0.9854,0.073,0.1856,1.7046,1.0223,1.5318,1.2416,1.0644,1.248,1.3402,0.2995,46167.9214,0.0928,1.4228,1.5348,1.388,1.0,1.3498,0,Benign
0.8593,0.8278,0.2795,1.3682,1.2317,0.2224,0.1374,8511.7937,0.1348,0.2517,1.0526,1.3903,59977.4735,1.0361,9.6389,11.6877,1.484,0.6524,9.9065,1,ZeroDay_AccountTakeover
0.761,0.6429,0.0256,1.1796,1.2967,0.7438,0.6992,124.0415,1.4501,1.853,0.9534,0.8534,61258.2061,1.1142,7.1343,4.8216,5.4973,0.8362,1.0045,1,InsiderThreat_Sabotage
1.2443,2.1542,0.1882,0.9282,1.1697,2.2155,1.8042,38.3596,0.8165,0.993,1.3998,0.4547,1178.9668,0.0913,1.45,0.3707,0.6763,1.0,0.1172,0,Benign
0.8658,0.6942,0.2067,1.0397,0.8671,0.9889,0.8791,2984.5831,1.0418,0.6976,1.6583,0.5399,2203.5249,0.1773,1.6034,1.1467,2.5781,1.0,0.7443,0,Benign
0.7935,0.6898,0.0317,2.0636,0.9736,1.1934,1.3221,1746.008,1.1236,1.2318,0.5484,1.1698,28017.5254,0.1368,0.6287,0.2542,2.0638,1.0,0.7748,0,Benign
0.1295,0.5577,1.273,1.0422,1.5008,1.4281,0.428,602.8737,0.5819,0.9505,0.3948,0.7218,29458.6857,1.2682,6.0333,5.3678,3.2368,1.4887,0.4315,1,InsiderThreat_Sabotage
0.3387,0.5062,0.07,0.5986,0.5887,0.8066,0.9791,63.7341,0.9438,0.6178,0.5402,1.1848,3302.3981,0.0468,1.3159,0.0276,1.5254,1.0,0.7525,0,Benign
1.4868,0.9727,0.167,1.1282,0.71,0.5559,0.4893,766.2404,0.7103,0.1067,1.0904,2.1358,1986.5303,0.2038,0.5868,1.3505,1.1659,1.0,1.139,0,Benign
1.7258,0.1443,0.0691,0.7284,0.0101,1.0202,0.7279,46.9499,0.7928,1.8635,0.056,0.9656,12785.2798,0.102,1.2604,0.9283,0.6837,1.0,1.3787,0,Benign
0.262,0.1537,0.0875,0.5674,0.7089,0.551,1.0131,132.1752,0.2749,1.5492,1.1481,1.4522,7514.2644,0.0734,0.9875,1.5106,1.1537,1.0,0.278,0,Benign
1.303,1.6027,0.0681,0.8312,0.4955,0.8442,2.2193,12276.6472,0.1833,1.9832,0.3601,1.241,31454.8996,0.0852,1.2243,1.4127,0.2271,1.0,0.3867,0,Benign
1.2434,0.9088,0.0516,1.9938,0.554,0.6566,0.6404,15968.9364,1.4527,1.2786,1.2483,1.2667,8710.1834,0.0142,0.9069,0.6676,1.4169,1.0,0.919,0,Benign
1.0739,0.8691,0.148,1.6035,0.9685,0.0203,1.3237,609.5857,0.6682,0.0459,1.0461,0.5281,8800.8453,0.1173,1.9699,1.4918,1.9188,1.0,0.2846,0,Benign
1.3045,0.9095,0.4169,1.0829,0.5866,1.9646,1.3472,97.4034,0.3654,1.3079,0.7953,0.9332,226549.0675,0.5528,9.7374,6.9656,0.2126,1.533,13.2856,1,ZeroDay_AccountTakeover
