cpu_usage_percent,memory_usage_bytes,page_faults_sec,handle_count,thread_count,io_read_bytes_sec,io_write_bytes_sec,syscall_freq_create_process,syscall_freq_open_process,syscall_freq_allocate_vm,syscall_freq_write_vm,syscall_freq_protect_vm,syscall_freq_create_thread,syscall_freq_load_image,syscall_freq_registry_write,syscall_freq_network_connect,suspended_thread_ratio,token_elevation_status,code_injection_indicators_score,unpacked_code_entropy,parent_child_anomaly_score,Label,Attack_Type
3.5141,51783042.6013,1.9752,0.8223,1.21,2.2503,0.7303,1.1013,2.0884,0.3545,2.8498,2.5828,3.3608,2.2435,3.8241,1.8731,5.0191,0.4628,5.3278,4.4748,1.3017,0,Benign
0.0556,1629537.0564,1.0223,2.0961,1.5704,0.9955,7.381,4.094,5.363,2.3591,9.0763,1.9664,4.5267,3.3575,3.1276,6.8166,1.3609,2.5804,0.6293,4.491,1.3083,0,Benign
0.0003,26954389.9399,3.5843,1.2519,1.2635,3.0975,1.4068,5.1626,3.8961,2.3675,1.8169,0.1423,8.0442,0.7871,1.6934,0.8241,4.6819,1.6583,0.9239,3.8711,1.6878,0,Benign
0.4676,26659074.7614,3.6884,1.2235,0.8561,1.2521,1.0626,1.2436,0.7837,3.601,0.9184,2.3317,1.8193,2.1074,1.8993,2.972,0.6492,2.11,2.1257,5.1404,2.7929,0,Benign
0.4601,397933.2066,0.7926,1.6624,2.721,0.3758,1.5259,1.1798,2.9456,0.8977,0.5199,1.9726,3.0733,1.2766,0.7323,1.5155,4.443,3.0868,0.2095,5.2072,0.297,0,Benign
21.9759,8420421.4278,1.9742,3.1552,1.5292,2.949,2.3425,2.0954,1.0141,0.7522,0.1257,2.8766,1.3426,1.4947,1.0528,1.097,1.93,1.0379,2.1636,5.4009,2.4679,0,Benign
0.2201,43255683.8571,2.45,3.7327,1.9155,0.7208,0.4601,1.064,1.7799,5.5591,0.6162,0.8704,4.1938,1.3314,0.6025,0.2879,2.8108,1.0764,1.2305,4.5312,0.7272,0,Benign
0.1112,716475.6288,3.6302,2.4301,1.5972,2.2611,1.0714,0.4683,1.5178,0.904,1.3381,0.8916,0.6897,1.9519,6.9458,0.493,0.3495,0.553,0.7912,4.7465,1.2731,0,Benign
1.3894,2966228.8497,1.9493,0.7681,2.0838,0.4817,0.1789,0.4018,2.0208,1.8174,2.1949,1.2397,3.5699,0.7165,1.5453,1.6426,2.3986,1.6302,1.5382,5.4419,0.8917,0,Benign
0.5149,4375028.4655,1.0618,0.74,3.5938,2.2997,0.945,1.0668,0.4601,1.6708,1.0121,1.1272,0.9905,2.9549,0.3446,1.6806,1.1832,0.3552,2.3378,3.8057,0.8815,0,Benign
0.2623,4845645.7496,0.9393,1.7917,1.2801,5.0925,1.7124,0.3762,0.9152,3.357,2.2143,0.8047,1.6486,1.8634,3.5476,2.4711,0.2865,0.5581,0.8458,4.2519,2.4839,0,Benign
9.0091,76809979.5243,3.3374,4.8221,0.9455,0.4679,3.0266,0.7443,5.5311,0.9546,1.5941,6.0263,2.4374,1.6569,0.9722,2.6889,1.3719,1.0782,0.7385,5.2601,1.838,0,Benign
13.4267,3252790.2938,3.9851,0.9745,0.4497,16.0148,1.2061,0.8662,60.6055,1.541,0.9287,0.4992,2.5302,0.8642,2.1916,2.2284,1.6185,0.2771,1.3035,4.8368,6.7186,1,CredentialDumping
12.2752,448744.6517,1.7391,0.6069,2.0461,5.9421,2.8455,1.6239,0.2077,3.196,3.3008,1.304,0.5017,0.3741,2.9285,2.1695,1.4793,0.1915,0.6589,5.9917,3.1522,0,Benign
2.0294,235423.0081,2.4302,0.1863,1.2119,3.3298,1.0668,1.2963,1.506,0.9044,1.251,1.0241,0.9412,2.4632,2.3069,0.2618,0.8469,0.3195,2.3587,5.3114,0.7819,0,Benign
3.3599,95895421.2396,1.3058,1.7898,0.4384,0.4058,0.5547,2.6686,0.9284,1.0777,1.1187,2.4379,0.3299,1.2598,1.3853,1.2562,1.5092,0.7181,0.466,5.8025,4.3808,0,Benign
7.8389,81048280.2103,3.255,0.9694,2.0898,3.5831,0.8444,0.2526,1.5639,4.3488,0.9172,0.986,2.8072,1.9412,0.2574,5.8693,2.1425,1.7963,1.1422,4.939,2.2386,0,Benign
2.1136,11677145.7792,1.9293,3.2256,1.2182,3.8376,8.1962,1.9616,0.2691,1.8713,1.5471,0.4039,4.1158,3.0615,0.8506,1.4569,3.7959,0.8278,2.2009,4.9498,0.6184,0,Benign
2.6323,4706762.277,2.7958,0.7754,0.2793,1.6964,2.5351,1.3845,1.3698,1.1626,2.4705,21.1312,1.147,1.1859,1.097,8.2837,0.6878,1.0352,0.9669,5.9165,1.4532,1,Rootkit_Behavior
2.9035,456837.6346,2.6091,0.8422,1.4193,1.7797,3.2645,1.7855,1.5677,0.8771,0.9153,2.5308,0.9551,0.9223,3.3893,0.374,3.9291,2.5356,3.0128,5.3119,2.9989,0,Benign
0.8861,61430.8387,1.3235,6.8404,1.8858,1.4457,5.0408,2.5803,3.8698,2.3801,1.543,0.6548,0.8574,1.1861,1.3521,1.065,1.6297,4.3215,1.1233,4.9379,3.8488,0,Benign
11.2209,3383602.765,41.9472,3.8698,0.9614,3.7498,0.9258,2.2819,3.3495,25.9391,1.0682,1.3003,4.9305,1.9555,0.6227,1.103,1.9186,1.0323,2.1483,4.2389,12.2052,1,ZeroDay_Process
1.991,5047088.1346,1.5888,2.5816,0.9405,4.1841,3.5536,1.2157,1.1125,1.2525,4.7278,2.6189,3.8529,1.8441,2.4871,1.552,2.0351,1.3031,4.905,5.7792,1.2896,0,Benign
0.8906,114245.2431,1.071,3.4327,0.5757,1.2291,3.3988,1.5012,2.4238,0.8786,0.6658,2.193,0.1276,1.4915,2.4851,1.77,0.9145,0.4129,0.8028,5.1684,4.4585,0,Benign
8.7267,3189672.4616,4.8967,0.5549,1.1035,0.9294,0.4272,3.2933,0.8139,1.1924,1.9607,1.5219,0.168,2.0426,4.9753,1.7355,0.7664,1.1852,3.7016,5.3823,2.2353,0,Benign
0.6203,8981988.9988,0.5211,1.8148,1.4796,4.4372,1.833,2.4968,1.9842,0.7731,1.9296,1.6333,1.0049,0.5356,6.2554,1.239,3.3909,2.912,3.3863,4.8407,2.9559,0,Benign
0.0168,135902.7944,1.8529,0.5319,7.0402,0.834,0.4665,1.8869,1.1326,2.8491,0.1035,3.9026,4.8302,0.1409,0.763,0.7234,1.031,1.8503,0.5479,4.1429,2.9167,0,Benign
17.7574,9610950.1273,1.6642,0.3913,1.9596,1.8873,0.2677,0.8454,1.2564,2.4589,10.7468,1.9314,2.1372,1.0655,2.2468,0.5337,1.4811,2.1609,6.4623,4.9488,1.1338,0,Benign
23.3409,440383.5757,3.55,0.6661,0.9056,2.0803,0.5671,3.1617,0.2335,3.9035,5.2904,0.752,0.4497,0.7552,4.4504,1.2713,1.3135,1.0023,1.8035,5.3045,2.4283,0,Benign
5.7809,1243499.1782,7.1422,1.9303,0.849,1.5187,0.7493,2.4902,0.3549,2.1603,1.8423,1.5469,1.6738,0.9987,2.1479,0.564,4.893,2.0788,0.2544,5.3602,2.697,0,Benign
4.624,1948230.0942,0.3982,2.8738,2.6558,2.3012,1.1434,1.1193,0.7163,2.8226,1.1025,0.3106,4.4715,5.6407,9.5099,2.6259,2.9788,1.9107,2.291,4.6402,4.4985,0,Benign
0.0114,5731471.1532,1.1239,1.7434,2.27,1.2333,2.4209,0.7516,23.8555,0.3321,64.1731,1.1677,11.1861,3.0741,5.0712,1.2599,0.5758,2.7985,6.0685,4.7668,0.4449,1,ProcessInjection
1.1213,10217511.3843,2.7927,1.3178,2.3175,2.5691,3.3779,0.1997,6.8582,2.2246,0.2434,1.3389,2.3502,1.3884,3.0046,1.1727,3.8877,1.8548,2.35,4.9725,0.7933,0,Benign
0.5235,476224.2581,16.1294,3.5092,2.3097,1.016,1.6915,6.6672,3.369,46.5137,0.7934,1.0561,1.9077,4.6119,0.689,0.9266,2.7175,3.3788,0.5236,5.002,9.0768,1,ZeroDay_Process
2.0234,880306695.0781,1.7087,1.8295,1.8292,4.2718,1.3798,2.595,1.5853,2.0224,0.3091,0.2724,3.2475,3.1196,0.581,0.5058,1.552,5.8477,1.0692,5.8717,0.9405,0,Benign
7.1303,8235398.16,1.0239,1.7118,0.0738,1.2915,0.7791,1.612,2.2266,1.7223,1.2412,2.0031,0.9139,0.6738,4.0263,2.9252,1.8511,0.8309,0.7463,3.568,1.1324,0,Benign
0.6872,5699269.4253,1.7069,0.6684,1.3337,0.6133,0.8611,4.3071,0.6471,1.2982,1.3864,2.9661,2.2805,2.0648,2.7186,3.8989,0.9334,2.7763,0.8005,4.8609,2.7809,0,Benign
0.2739,185667.5882,1.3398,2.9316,2.8725,1.5814,1.6364,1.6413,4.8493,1.5162,4.2963,3.4489,0.4201,1.297,0.737,1.2291,1.6412,0.6671,2.6952,5.1365,3.2817,0,Benign
0.433,11963685.876,1.9449,0.2175,0.4167,15.2893,0.8361,1.4552,64.9604,0.3897,0.2646,2.011,0.5314,0.4489,3.9491,2.4166,1.793,0.7717,6.0784,4.2333,3.8905,1,CredentialDumping
0.276,4636843.6995,1.1942,4.4734,1.1018,0.7605,0.36,3.1815,0.8577,0.7596,1.0329,0.4716,2.244,3.8622,0.2368,2.6555,2.2354,0.8164,0.6751,5.0717,0.5009,0,Benign
5.4296,286109.9772,2.4259,5.097,3.7048,9.2555,1.1881,1.8562,0.3725,2.6715,1.1157,1.1205,1.1991,1.7767,0.0834,2.937,1.9464,0.636,2.8427,5.2698,2.0401,0,Benign
0.1358,8065381.6134,3.3062,2.1649,0.3229,12.5751,2.9447,0.227,47.6388,2.3608,0.7502,3.1413,2.4127,1.6962,2.4072,0.7277,1.2068,2.1576,1.6192,6.1311,1.5632,1,CredentialDumping
3.9156,3648693.3412,0.5518,1.1362,0.3168,3.0799,4.1173,2.3447,0.904,0.4345,0.8384,0.445,0.9589,3.7389,1.3383,0.9921,0.0779,0.6298,1.93,4.7823,5.5076,0,Benign
0.2589,396027052.0487,0.8234,9.6906,1.6211,1.9098,1.2117,0.648,1.6787,0.4499,0.8813,1.2441,1.2606,0.473,1.5979,0.8165,0.7944,1.2383,1.6717,5.3002,3.5979,0,Benign
0.1709,60441.3512,2.6721,4.4693,2.2896,0.9705,1.4825,0.0876,0.339,0.3965,0.303,1.4691,1.0921,0.6715,1.4412,1.244,1.0676,1.0912,1.9836,4.4771,1.916,0,Benign
0.0091,9681231.1842,2.7367,0.5551,1.6673,3.1046,2.4595,2.0675,1.5416,1.3868,0.0301,1.4582,1.7342,5.9516,3.9712,1.2346,1.6355,3.448,1.2437,5.0122,2.0347,0,Benign
2.7449,349995.8277,1.6095,0.4884,1.7584,1.9327,3.769,0.1803,0.2387,2.3721,3.2211,1.1232,7.3041,1.5124,1.6415,1.908,3.2629,0.6441,0.6148,4.791,2.9599,0,Benign
0.1558,382968.15,1.5127,2.0338,1.1708,0.901,2.5952,0.789,2.4337,1.0712,2.9716,1.3492,3.6178,1.2955,1.4011,2.0081,2.4591,0.5616,1.6172,4.6391,0.7405,0,Benign
0.2072,1896603.0354,2.3631,3.5724,0.535,0.3738,0.5234,0.7412,2.267,3.1341,0.8259,0.3341,1.1944,0.8118,0.5701,0.7524,2.6648,2.3628,1.3651,4.321,0.1977,0,Benign
2.51,4921989.5518,2.2924,0.9948,1.6622,2.5465,1.1206,5.8866,1.499,2.6219,0.3427,0.8887,2.8345,0.5546,1.9711,2.3555,2.0793,0.7377,1.7964,4.8119,0.6118,0,Benign
3.5857,2476709.5489,2.2609,1.5018,2.2038,1.7203,0.6013,0.506,6.7973,0.607,2.1679,2.7554,0.295,2.599,0.9246,0.5092,0.6795,5.2116,1.3895,5.1929,2.3364,0,Benign
8.1798,169458.9018,1.5944,1.5137,1.7293,3.8611,0.9485,1.4394,2.086,1.4661,1.8766,0.3303,1.054,0.4906,2.5902,2.7734,3.6964,1.8461,1.9444,4.4622,5.8233,0,Benign
0.1764,5578964.3794,0.3164,2.9797,1.2228,0.5314,2.711,4.7292,0.4257,2.1872,0.802,0.5397,2.6363,1.5962,3.5354,1.8883,2.5918,2.2208,5.1068,4.9683,1.2344,0,Benign
27.3927,1170078.3068,1.6717,2.1705,0.5849,0.3212,1.7936,3.2297,1.0792,0.9387,1.8315,2.9603,1.0801,1.5316,3.0341,0.8097,1.547,0.9579,2.0279,5.8192,0.9881,0,Benign
0.0029,1672923.3324,8.1046,2.017,4.3006,6.2553,0.315,0.6542,0.5569,48.4258,0.6087,2.286,4.2755,2.7833,3.3613,0.5115,3.4165,3.0719,2.3307,3.8423,8.6194,1,ZeroDay_Process
6.367,19078760.2725,1.2499,1.7896,2.5647,2.2415,0.8841,0.6456,0.1837,0.9225,1.1223,1.01,5.1857,6.2883,14.0314,1.045,1.4354,2.0583,0.5871,5.4073,0.9818,1,PrivilegeEscalation
5.3774,13209638.8474,2.6656,0.7747,0.7676,4.716,2.2326,3.5159,19.0249,0.8642,13.3813,2.0244,22.5137,0.976,2.9955,1.9212,3.9075,0.4361,9.6821,4.6425,1.0301,1,ProcessInjection
3.1104,3703670.1312,0.8888,0.5527,1.9244,1.9775,0.7922,1.1149,1.5256,1.2926,6.1393,0.8746,0.9312,4.0684,0.0972,0.7456,0.9915,5.2259,0.7777,4.5594,1.245,0,Benign
0.2703,12756741.8059,1.9924,0.8375,0.3721,1.2527,1.45,3.1554,3.4599,3.6033,2.3402,2.8007,0.6732,1.8369,0.8289,0.799,2.0185,0.5924,2.6466,5.3312,2.0584,0,Benign
0.0019,11974855.7848,1.2006,1.3551,0.3861,0.2739,2.3609,5.6208,2.5541,2.4283,1.8832,3.5373,0.4001,4.9733,1.6561,0.3988,1.1545,3.4841,3.0752,5.2859,3.2208,0,Benign
9.4104,120658.1153,1.4201,0.6664,2.6729,0.8371,4.1573,2.3647,2.5626,1.6542,1.3983,1.3895,1.1838,0.772,1.9762,0.7598,3.1932,0.9772,3.0982,4.8968,4.0416,0,Benign
10.3915,67620398.6964,3.6452,4.1262,0.7975,2.3608,1.0144,17.3309,1.1196,0.8761,1.3447,0.9571,3.0573,0.8659,1.6626,4.0139,4.2857,1.9273,2.0966,5.2848,11.2528,1,Execution_Malware
6.0786,2899325.942,2.9603,2.0583,2.3416,0.8673,3.1168,0.3081,1.0887,2.7913,3.8879,0.4987,0.8379,1.1357,0.693,1.8278,0.3273,1.1991,0.7941,4.7715,1.4124,0,Benign
9.9078,387733.82,2.7622,5.0977,0.4832,1.5291,0.0466,0.4625,0.5247,0.7797,3.6618,0.5867,1.9971,2.8696,0.7276,0.6719,3.0352,0.8737,2.9533,4.2751,1.6234,0,Benign
0.2535,135261.0783,1.6561,2.9859,1.0005,1.1754,5.7829,4.8509,0.0943,2.4143,2.4341,1.1474,2.8173,1.0084,0.2967,0.3178,1.0191,2.0756,1.536,5.1402,0.9244,0,Benign
0.0001,285986.0465,3.7365,0.4389,1.4209,1.4367,2.6014,1.4406,3.607,2.2161,1.0213,0.0659,0.5469,1.6994,5.0457,0.8863,1.6525,1.4579,2.7137,5.822,0.747,0,Benign
0.2297,3769063.8314,2.3563,2.0939,1.7925,1.0023,1.6735,3.7806,1.6337,0.6026,0.34,2.7539,1.3928,0.6841,2.3485,2.2294,2.559,1.4789,1.0081,5.2119,1.7907,0,Benign
0.4641,2367625.2743,3.1821,2.0071,2.0461,1.1394,0.6692,3.7877,2.6846,0.3554,4.2308,0.5451,1.8256,3.0674,0.9563,3.1403,10.7908,0.8454,7.6448,7.9082,0.8317,1,DefenseEvasion
0.6204,5620096.3566,4.8778,0.9583,1.3016,2.2344,1.497,1.6295,2.5257,1.2051,1.7626,0.2178,0.6881,0.9384,0.4777,1.3176,2.3489,1.0403,1.6132,5.195,1.451,0,Benign
0.0252,4320041.6859,0.7466,4.0278,1.7,1.8805,5.2012,0.6554,2.3549,2.2858,5.5184,2.2631,2.2477,3.172,1.9408,1.452,4.5792,1.2001,1.2092,4.897,1.858,0,Benign
4.1747,2144067.5207,4.2745,7.0195,0.9654,1.0602,1.0493,3.016,1.5994,0.5923,2.0447,3.9556,1.9355,0.49,4.4208,1.7815,1.1644,3.352,2.7577,4.5166,2.0062,0,Benign
7.3786,6995038.9368,0.3357,2.5859,1.3867,2.7469,6.0562,1.9953,1.6457,2.017,3.8583,1.1086,3.3579,0.7945,1.5024,2.4507,0.6276,1.4401,3.9273,4.6926,0.975,0,Benign
8.4531,8268854.6307,0.4255,3.0555,0.8938,1.578,3.0651,1.4961,1.2826,0.2279,2.3878,1.3346,2.337,0.335,1.153,0.4842,1.2215,4.7136,1.3008,4.0287,1.238,0,Benign
4.4541,427708.0066,4.5241,2.4771,0.5718,2.1855,1.1904,1.3753,1.1284,2.4378,5.2882,1.5561,1.4661,1.0479,1.7552,0.5905,2.3877,1.8916,1.2709,5.3172,3.9481,0,Benign
2.7218,325493899.0246,2.015,6.2208,0.4372,0.7329,0.9151,2.3802,3.728,0.5295,0.8886,2.4648,2.0643,1.4739,0.8892,0.9753,2.7039,0.73,3.4403,6.1484,0.4461,0,Benign
0.276,2165155.4528,2.3274,1.5676,1.3461,1.1615,1.5464,4.4749,1.5473,0.6246,4.2066,0.3572,0.822,1.2895,2.0179,1.5272,2.0253,1.8295,1.6668,5.2535,1.0543,0,Benign
1.7869,1514382.7253,1.4909,1.1832,1.4333,3.1042,5.0413,1.6149,0.5124,0.269,82.7447,1.8956,5.0739,5.8383,0.6775,0.7886,0.3729,1.1067,6.4174,5.744,2.2509,1,ProcessInjection
11.0243,6071279.0914,1.2147,2.5761,1.9668,2.1974,1.8994,0.7502,1.2452,2.0628,2.2955,0.9345,2.9538,0.7222,1.234,1.0698,2.0333,4.1345,3.78,4.3919,1.3774,0,Benign
6.0933,837600.35,0.6003,0.4041,0.9395,1.3785,4.1006,0.5928,1.5966,0.904,2.3617,1.0887,4.0042,1.2139,5.3147,1.9317,2.0529,5.166,0.8712,4.1817,1.0985,0,Benign
2.1073,2327376.0691,1.461,0.3438,6.5849,1.1205,1.2874,0.597,1.0,1.9777,1.5293,1.0849,2.9514,3.4564,0.2334,3.9179,2.7236,1.101,0.9999,5.7556,1.2049,0,Benign
0.0151,2735340.202,2.0768,0.609,0.8398,3.9573,0.864,0.4984,1.6008,1.0209,1.8535,0.8162,0.279,0.077,3.6956,1.2967,2.1555,2.5953,1.495,4.9442,0.4513,0,Benign
33.5171,85672.3411,2.9393,0.3727,2.615,2.5113,2.7501,1.3534,1.2265,1.0042,0.563,2.8265,0.4095,0.2974,0.5263,0.7914,1.4269,1.2095,1.1076,4.4861,2.3602,0,Benign
0.3155,1371352.3174,2.0105,2.3013,4.0538,2.053,3.6952,1.3924,1.4843,0.9046,0.7827,2.3947,1.1573,2.0039,1.8216,0.6337,2.1621,2.6503,4.4403,4.6958,5.4228,0,Benign
3.4965,1615776.7308,0.1306,2.8126,1.5373,2.4116,0.8201,0.729,0.6406,0.7798,1.7218,1.3707,1.869,0.3477,0.7479,2.0713,1.5551,2.3036,1.7083,4.8498,2.9446,0,Benign
0.1155,16073610.585,2.9817,0.821,3.8551,2.9309,2.2133,3.3239,2.1919,0.2895,2.4241,3.2523,2.6254,0.8739,6.1391,0.5368,0.4867,0.3365,2.6647,4.7369,0.4946,0,Benign
3.346,16295417.3357,0.9961,0.8076,2.8672,38.3398,2.577,1.0536,62.6333,0.7103,0.6143,0.9621,0.2766,1.0913,5.7397,1.444,2.1713,1.6047,6.4153,4.1409,5.4186,1,CredentialDumping
1.0651,820364.2975,1.6228,6.263,3.7014,1.3956,0.591,2.6562,1.3921,1.201,1.9282,3.1833,0.488,1.1824,0.6464,1.3667,3.707,1.7087,1.0463,5.1396,0.5719,0,Benign
2.2616,6630494.972,1.9342,1.4833,3.3639,1.015,1.9682,0.8533,1.6873,2.4323,1.902,2.9937,1.623,6.0537,2.3062,0.5167,1.6592,1.2484,1.6654,5.2587,5.4359,0,Benign
6.8172,2614586.0891,1.6443,3.1915,4.0787,0.4306,3.0009,1.7652,1.1279,0.4131,3.8745,1.5558,2.4457,3.9008,3.1341,1.8682,1.364,1.0648,4.6146,5.035,2.714,0,Benign
28.969,902829.6846,0.0327,3.8642,3.5201,0.4117,2.2458,2.7523,0.9204,2.931,1.3145,2.5113,1.72,2.0562,2.208,1.6763,0.3918,1.4307,3.954,4.0905,2.2146,0,Benign
0.3434,2779546.4385,0.6705,1.3825,0.7662,0.3625,1.7649,2.8274,1.3446,1.5783,5.6309,3.294,1.1873,1.2713,3.0446,0.9207,3.0612,2.1353,2.0996,4.9717,1.7178,0,Benign
0.5425,4289513.4711,2.3876,6.6339,2.3468,1.5813,2.6903,2.3075,3.1779,2.1337,4.6366,0.267,1.7096,1.339,1.9927,4.6972,0.963,0.7868,0.292,4.825,2.6981,0,Benign
12.0987,844197.5193,0.6886,0.233,2.7636,2.7602,1.9688,0.4159,0.1723,1.571,1.391,33.6765,0.9227,2.4863,1.2462,26.4357,2.1807,1.2578,0.659,4.7338,1.3269,1,Rootkit_Behavior
23.9019,35970408.5069,2.8919,1.8746,1.7694,1.4675,2.2469,4.3726,3.8315,2.3386,0.3532,0.9683,2.3774,1.9671,1.1005,2.671,2.3401,1.3944,2.1603,4.741,1.9969,0,Benign
2.2233,4313378.9082,2.4695,1.6062,0.6837,2.4739,5.484,0.0596,0.7859,5.0765,0.7387,2.1444,2.5983,5.0946,3.9855,0.6082,2.2057,0.7738,0.8264,4.7733,1.8501,0,Benign
7.4119,16088525.9622,3.8736,1.4842,4.2616,3.013,0.4288,2.8199,0.6907,3.1574,0.7,2.4993,0.2009,0.8153,2.2525,0.2157,1.8777,5.3582,2.9562,4.1589,1.6188,0,Benign
0.0994,652283.3154,1.8935,3.863,3.5936,1.7985,4.3392,1.4691,1.198,0.9791,0.3777,1.8119,3.677,2.9108,1.3951,0.1103,5.2609,3.5687,1.1859,5.1288,0.658,0,Benign
1.6921,4648881.2922,1.769,1.9413,1.8164,2.0309,2.8656,1.2304,2.8342,2.0845,0.5179,0.2183,0.6347,4.6975,0.2634,3.2182,4.6935,0.6157,4.4932,4.6497,1.8392,0,Benign
11.7809,1200526.9261,1.2455,1.8567,3.1946,0.3932,1.4294,1.6343,3.0357,0.6968,0.9324,2.3032,0.8771,2.3503,4.0527,1.0984,2.8253,0.968,0.8792,4.7859,1.0912,0,Benign
0.4322,851753.4829,0.6617,2.1417,1.4478,1.9711,0.4005,2.0207,0.4051,1.4588,2.5504,1.3226,1.0427,2.087,3.8647,0.4333,6.5262,4.1063,1.3696,4.6598,0.7375,0,Benign
0.1178,12129062.8309,0.8321,1.6896,1.7437,1.6444,0.4994,4.3975,15.9137,2.3138,10.9295,0.859,5.2728,2.584,2.3771,1.131,1.0746,1.4558,10.4538,5.0126,2.6291,1,ProcessInjection
0.9575,45878061.7256,1.1675,1.0413,0.8359,1.7076,3.7101,0.7669,3.2489,0.612,1.958,2.077,0.9677,2.1824,0.4844,0.8132,2.1772,2.8226,1.0699,4.7685,3.0065,0,Benign
28.2536,10127311.1528,2.0268,0.9659,2.5196,0.7901,2.9444,1.6935,0.8708,1.0869,0.3302,4.1156,1.4859,1.6179,1.6729,1.7399,4.9281,0.8484,0.841,7.8461,1.2227,1,DefenseEvasion
1.4848,16130631.4011,3.0809,0.6264,4.3712,0.3085,0.6271,4.0274,0.8857,3.7286,1.591,1.259,0.5092,0.2147,4.0979,0.9754,0.4356,3.1052,3.0566,5.0141,0.6655,0,Benign
1.0777,73665044.1925,1.2914,1.2437,1.3734,1.7852,2.6297,3.0603,4.3666,2.5782,4.3421,1.0478,4.5982,3.9373,1.0221,2.2701,2.2614,1.0378,2.4899,4.8479,0.4823,0,Benign
1.6086,17782115.3588,1.9512,2.9775,2.6669,0.785,1.7993,2.9228,3.1914,4.5348,0.6368,1.2856,0.4456,4.1958,1.6807,2.7926,0.2971,0.1462,0.4675,4.509,1.7368,0,Benign
2.5814,1239243.9781,0.8225,2.8786,1.0966,0.3787,1.5526,5.0461,2.0736,2.2764,2.0486,1.1402,0.4408,2.1683,3.8816,1.9576,2.8874,4.2954,0.3256,5.1107,3.9385,0,Benign
1.2559,2611706.6834,4.7936,2.0507,1.1019,0.4935,1.016,0.4258,1.0171,2.459,1.0786,3.3313,5.1148,1.5045,2.3155,1.5111,2.7164,3.0033,2.7582,4.8493,1.6931,0,Benign
1.9578,2151687.6608,2.0824,2.422,3.1654,0.8906,1.404,1.4359,3.304,0.5448,1.6438,0.7214,1.3783,2.5637,2.3951,1.8105,2.9492,0.4684,6.2568,6.0135,3.0062,0,Benign
0.2195,155549.5931,0.0455,2.2313,0.9063,3.1963,3.1191,2.1499,2.9463,0.9467,2.172,2.5616,2.2002,0.9618,0.72,1.6722,1.5337,3.759,2.6084,4.1775,4.3109,0,Benign
5.6758,2236165.999,6.0025,5.6775,1.1335,2.2158,1.9759,3.7799,4.8995,3.0108,0.1329,1.8017,0.4444,1.1097,3.0783,1.1982,4.465,0.4083,0.6513,3.6827,1.459,0,Benign
2.2343,2919761.274,1.7093,2.9663,2.5097,1.9051,1.0088,2.0601,0.036,1.2717,1.7573,2.8901,1.6144,2.9619,2.0925,3.5622,0.4734,0.2131,1.6759,4.4846,0.8148,0,Benign
1.7684,2799166.8005,0.6287,4.4186,1.9015,4.0421,1.0976,2.1758,0.1839,1.2215,1.1833,1.2521,1.0314,0.1583,1.26,4.4267,0.6324,2.1028,2.4302,4.1605,4.186,0,Benign
0.0005,8875841.3038,1.6717,0.9855,1.2677,0.178,1.5264,0.4625,3.3324,2.3335,1.3095,0.3306,1.8743,2.7768,1.3455,1.063,1.8845,4.3085,0.7684,5.7679,0.3663,0,Benign
0.0568,426314.7261,3.2329,1.2667,3.3488,3.0128,0.729,1.0363,1.726,1.4736,3.1705,1.0825,0.5511,1.5668,1.2047,2.0924,1.3185,0.1422,0.7229,4.9986,1.5732,0,Benign
2.9329,983127.7958,1.6098,2.9375,1.1212,2.7913,3.892,0.7577,2.3889,2.6126,2.258,1.0116,1.116,1.2144,4.8222,1.3508,1.0102,2.2999,1.3813,5.3048,2.2847,0,Benign
7.8533,29761868.3202,1.7332,1.1166,1.7072,0.7518,1.6542,2.3111,2.0679,2.3716,3.9265,1.0716,1.31,1.201,2.8802,2.4493,6.8869,2.9035,1.7945,5.4824,0.2972,0,Benign
1.8573,294477.0349,0.7826,1.7985,0.736,1.6604,5.8234,2.0802,1.9233,0.8847,2.2415,2.9493,2.3372,0.5101,2.6702,2.8273,1.0323,2.4463,2.8674,4.4268,1.4325,0,Benign
0.3493,5446820.6911,0.9679,2.8406,1.6161,6.0486,0.2813,2.7721,2.3676,3.24,4.8576,2.1521,0.7948,1.1064,0.6631,3.2072,0.3493,3.1892,2.046,4.5786,4.7343,0,Benign
13.292,712266.7234,0.3528,0.2125,4.818,0.5214,3.1795,2.2578,3.4891,2.4262,0.6038,0.8937,1.3383,1.6797,0.6336,0.7939,1.4352,0.5655,0.9677,4.63,1.9894,0,Benign
9.2173,303462.9074,3.6115,2.166,1.5412,2.0266,2.6827,5.0328,0.2421,0.6267,2.3874,2.6137,1.4443,4.4425,0.9137,1.8486,0.9531,2.215,2.4306,4.7372,1.5772,0,Benign
0.7324,12107.6901,1.6641,1.4333,1.4804,2.9109,0.9484,2.2318,3.3224,0.919,0.3371,2.6403,2.4435,2.5317,4.0253,2.4617,2.1119,1.7443,0.4917,5.7853,1.4834,0,Benign
23.0316,19217187.5661,1.4432,0.7666,5.9027,2.0412,7.9945,3.5045,1.0691,3.976,4.402,1.0711,2.9759,3.8363,0.5138,2.0717,1.9824,1.6084,1.0841,4.3986,1.0851,0,Benign
