Flow_Duration,Tot_Fwd_Pkts,Tot_Bwd_Pkts,TotLen_Fwd_Pkts,TotLen_Bwd_Pkts,Fwd_Pkt_Len_Max,Fwd_Pkt_Len_Min,Fwd_Pkt_Len_Mean,Fwd_Pkt_Len_Std,Bwd_Pkt_Len_Max,Bwd_Pkt_Len_Min,Bwd_Pkt_Len_Mean,Bwd_Pkt_Len_Std,Flow_Byts_s,Flow_Pkts_s,Flow_IAT_Mean,Flow_IAT_Std,Flow_IAT_Max,Flow_IAT_Min,Fwd_IAT_Mean,Bwd_IAT_Mean,Fwd_Header_Len,Bwd_Header_Len,Fwd_Pkts_s,Bwd_Pkts_s,Pkt_Len_Min,Pkt_Len_Max,Pkt_Len_Mean,Pkt_Len_Std,Pkt_Len_Var,FIN_Flag_Cnt,SYN_Flag_Cnt,RST_Flag_Cnt,PSH_Flag_Cnt,ACK_Flag_Cnt,Down_Up_Ratio,Pkt_Size_Avg,Init_Fwd_Win_Byts,Init_Bwd_Win_Byts,Active_Mean,Label,Attack_Type
8.6004,33.729,6.8157,3.1781,22.5587,35.0127,17.2196,32.8354,17.8317,5.0604,21.0622,4.9339,5.7745,66.8754,9.3726,23.65,29.1472,1.8288,40.4476,13.3716,1.6719,4.3843,21.3232,11.4282,2.9665,21.1214,3.5723,2.9157,29.3125,9.2755,23.8086,26.8777,6.082,1.7299,8.038,19.8019,27.9124,3.7066,3.831,21.4272,0,Benign
15.6624,14.2406,6.8554,53.9557,0.6819,4.199,13.0978,1.752,8.5326,3.67,14.974,6.1114,5.1385,11.7867,4.5304,11.794,59.7866,4.0377,13.3192,10.4923,1.0619,2.5258,7.1803,3.3175,5.0249,20.5099,32.5217,2.0448,1.8459,19.874,9.8461,5.2368,2.1698,0.5223,17.073,1.5275,16.8252,4.3699,7.2547,1.8409,0,Benign
0.7318,3.3944,11.7591,17.9485,4.2328,3.4876,1.6599,3.2109,2.3441,6.68,11.0603,11.173,10.7956,5.3233,1.8916,2.1068,3.933,11.139,6.0935,6.5247,1.3201,67.2224,1.6222,8.0597,22.9764,3.2,6.6955,1.0493,26.6548,2.9406,4.6625,28.8137,8.2212,18.2361,8.5644,1.655,7.1626,29.0949,4.6214,9.5647,1,PortScan
2.122,14.5386,5.3988,4.8931,4.3712,8.6731,15.8713,5.1037,7.5062,3.2366,34.8446,15.1048,9.9083,1.3152,5.058,14.6919,17.2784,28.0819,7.0743,4.2351,14.2079,13.8129,4.3321,2.9274,0.8327,3.9287,47.124,3.4837,10.2952,4.4514,31.308,11.2438,3.15,2.2693,7.1192,24.1925,5.1488,20.7729,6.8396,6.2954,0,Benign
48.4485,1.2946,13.9448,23.9306,14.7032,8.0419,6.8421,4.2229,4.9242,12.602,5.3876,51.0852,5.7619,9.7651,2.3141,0.6619,19.3018,4.7636,39.4138,5.8229,3.0095,7.0284,18.7263,33.252,5.7226,9.2376,2.8639,5.4189,9.7562,7.7787,9.5679,5.943,5.0987,33.1188,2.9127,9.4709,29.3791,4.3999,14.8509,12.754,0,Benign
20.4629,1.8207,3.9425,15.4984,23.7945,2.894,5.0037,8.2164,5.3257,98.5662,6.6187,8.2882,7.0728,9.1728,5.2996,215.4894,18.4772,6.0475,2.4072,7.476,0.8771,1.2048,10.5271,3.611,4.8279,69.9649,15.8402,14.2309,8.539,6.956,19.2005,8.5174,3.8094,3.5816,3.7708,13.6458,1.2489,2.3742,2.9718,19.8417,0,Benign
9.9413,2.6327,12.1006,15.0813,7.9424,34.8149,3.1521,8.701,15.0255,5.8941,7.684,9.142,14.5668,23.3545,12.1156,95.0017,9.1725,8.8478,5.5245,2.9776,37.1121,17.2629,3.0693,3.6319,7.6543,10.7854,4.0625,10.2907,8.8439,25.6352,1.8876,3.7784,6.0311,13.4309,16.0377,5.5817,14.3714,10.1024,30.1058,33.6961,0,Benign
3.9351,2.3474,6.7353,7.5186,3.5594,8.9713,7.2454,6.0623,11.6456,1.2476,46.0382,15.3421,3.0549,5.5529,32.3604,20.5269,9.1541,75.6484,1.5207,6.882,23.4219,3.2417,15.6137,9.1408,1.8958,2.4275,3.6723,4.1565,27.1847,38.6513,8.3078,16.8714,18.0726,2.2958,2.5681,3.6524,1.1013,6.7849,11.7521,24.9691,0,Benign
39.0907,2.5921,26.0219,2.0019,5.9091,72.3484,12.8292,11.9428,7.4707,4.6895,7.0238,61.5352,5.684,23.2615,16.9794,50.9148,4.8383,4.4369,2.7248,6.1386,59.5492,39.319,16.5251,7.6065,4.7687,3.6483,27.3416,21.3683,16.4701,12.4053,8.9789,2.0817,8.1276,43.7722,33.8868,2.7942,5.6725,3.5926,3.2793,13.0515,0,Benign
1.7187,21.2428,14.1061,3.6652,21.3507,11.5657,9.9476,32.5296,4.0561,46.6054,2.7107,14.3097,5.2956,6.9747,3.1129,7.4959,7.5074,35.5644,11.418,5.7424,9.0969,8.2022,24.277,4.1094,12.0016,109.9642,12.434,56.7727,5.4833,7.5136,25.5694,13.8497,5.5457,2.3361,5.962,1.6634,15.4872,31.9888,0.7536,3.4779,0,Benign
5.8662,1.3112,16.4165,2.0501,8.946,8.099,6.8284,17.6928,12.1359,9.5816,3.8534,2.8045,10.3958,1.7824,7.9177,22.5804,11.6928,0.8982,15.2639,31.7242,15.9819,5.8832,6.0059,15.0095,39.2285,6.88,4.8544,11.3762,4.6416,17.3331,14.9834,8.6478,5.6258,6.8602,2.1102,49.2889,1.8239,34.694,8.0785,10.9006,0,Benign
13.4884,20.2377,6.9124,1.2422,9.1453,2.06,38.8251,7.998,18.5928,7.0718,4.4249,23.2107,8.3597,30.6996,5.2866,1.7573,7.6607,34.0093,5.8702,54.1708,5.7202,1.8896,2.0808,11.4803,17.0901,5.8087,5.368,47.5888,13.3487,2.8561,12.6687,5.2632,0.5373,12.4309,5.7162,6.6494,5.5214,15.0044,9.9275,7.8113,0,Benign
33.7017,5.1664,11.608,4.6795,5.4003,14.5772,25.0894,11.7734,8.892,6.7792,2.9899,6.5366,6.8962,3.1409,12.7262,4.504,7.7398,7.8091,2.8562,39.1336,8.6455,20.977,1.4103,105.1171,1680.7292,3.3003,9.1901,12.2453,14.8786,56.6944,31.1007,15.2444,5.9141,12.7842,10.1702,5.9566,4.6029,34.8861,3.5365,2.3493,1,ZeroDay_Anomaly
239.4437,8.7843,5.8632,6.7624,1.0105,5.5787,8.6201,11.9291,2.2148,4.3479,1.1327,5.1456,8.3794,46449.6506,5.92,3.179,37.2485,5.8041,10.7012,64.8487,4.0976,24.6541,9.7251,39.4565,6.0286,33.5423,8.2616,8.2861,9.6741,2.6711,5.5241,14.7358,2.5437,9.5956,46785.2546,9.868,14.5831,2.9088,2.8924,3.936,1,ZeroDay_Anomaly
5.3229,41.6246,7.6821,6.761,2.0673,5.828,9.092,0.9021,20.7894,4.1878,61.3959,9.5577,2.6501,15.0941,10.0091,3.3834,12.6194,19.7338,3.7438,7.0802,6.1239,3.1021,6.5675,9.5067,16.6089,89.3961,1.8804,6.414,15.7869,18.9,12.5023,12.3273,19.8663,7.8468,78.2593,92.9698,1.7988,24.315,3.2027,10.3195,0,Benign
3.1503,7.0741,8.3211,2.1726,6.7572,2.2679,64.6324,10.9304,13.5599,5.9375,1.9941,3.0624,7.5767,1.967,6.4367,52.0332,10.2454,4.1873,12.6429,25.3177,7.3111,3.983,6.4819,9.9919,5.8054,3.9834,4.3967,18.0177,4.209,34.5849,10.0076,12.1514,2.1198,12.7512,7.7825,27.1474,1.0298,1.1884,1.0238,17.8815,0,Benign
8.0787,1.6653,5.0189,6.702,22.3944,18.4073,11.2928,2.2135,2.1947,70.9952,24.6686,2.6218,20.271,5.6657,3.8176,34.7815,8.5203,14.6093,12.0922,3.1122,8.3927,11.4211,4.9856,11.9361,3.5517,9.6923,5.708,0.9244,5.128,3.4883,1.5578,4.2774,2.2982,27.3076,6.0383,13.561,14.5282,8.7508,30.566,14.7581,0,Benign
6.7154,9.4121,6.5663,7.5257,3.6667,6.3985,12.3977,3.0961,61.093,26.0293,5.7907,59.6797,1.4012,22.5464,1.8749,8.4916,59.0053,48.3798,15.541,5.0651,4.4155,8.657,16.1577,15.4304,6.0312,5.8964,3.7839,5.1415,40.5066,13.4926,1.7662,1.3737,65.6685,8.0779,1.2723,28.8081,1.2173,4.9952,8.1759,24.4681,0,Benign
3.5752,5.7269,40.884,2.0107,2.3122,2.9058,35.1859,5.229,22.5757,4.1971,3.7885,5.4804,12.1225,1.6259,10.3538,8.6715,2.0267,21.8843,4.9688,5.2273,7.9408,6.6954,3.5509,3.9125,4.0957,9.2163,5.0782,13.4948,5.3383,6.2684,1.4478,5.7341,10.6959,3.0257,3.7304,3.8005,7.6109,20.0532,25.7595,4.2272,0,Benign
21.6927,11.4827,4.9842,5.9958,2.6266,3.7005,4.2647,27.0914,1.5332,5.4206,7.7702,10.9316,4.3439,4.4651,6.9192,7.1454,2.021,22.7077,7.4956,8.5502,0.6134,49.0346,14.9157,8.4834,9.7717,2.6388,1.8043,20.178,21.3819,4.9374,17.0406,3.8072,2.8496,20.5306,2.1116,0.7365,3.3188,12.8707,50.888,6.969,0,Benign
6.8377,3.3989,11.406,33.7085,6.4763,13.3251,3.6437,16.3334,10.3897,4.8527,3.9986,7.2607,13.4399,2.8489,9.4805,6.1228,9.884,62.9075,7.2158,4.3791,3.0521,2.8492,2.3147,21.2903,11.0009,12.9142,6.223,5.3763,27.7114,7.2326,7.2187,0.919,1.2203,11.5942,15.5477,10.3474,4.0473,16.0717,5.2624,15.7196,0,Benign
0.7014,5.1199,8.2019,29.0053,15.5527,4.833,3.0043,28.214,2.9124,2.7876,7.588,2.9064,18.045,22.2025,8566.3558,15.7194,24.5338,3.8166,3.9056,9.353,2.9794,32.697,5.3488,7.0247,10.4779,2.4167,13.8889,7.4767,3.8334,10.1959,4.897,26.5448,8.5284,14.9015,7.7111,7.3318,9.1591,28.813,20.1732,21.7151,1,DDoS
3.8114,1.9401,12.2432,7.2983,307.7385,11.707,16.7388,1.2587,13.046,11.6596,2.8029,3.829,1.1939,7.8588,2.1988,3.0756,9.1462,38.3694,12.7564,11.2488,19.2448,12.1073,6.3357,3.0621,6.294,2.2605,6.0249,10.0225,3.8723,2.3514,18.309,7.7013,21.8108,6.8997,5.0426,13.4611,14.7865,1.4709,5.5983,4.7912,1,Infiltration
3.5981,1.8489,5.2547,2.49,16.0122,3.2491,5.684,1.8762,12.1872,3.8305,12.2842,22.7469,3.4112,34.4583,3.2643,6.3567,12.9997,4.35,17.2687,4.149,5.365,5.8623,2.6409,1.9243,6.4528,6.5223,10.8991,2.2465,8.1674,2.4871,6.3944,6.1565,3.4458,2.9916,7.0692,48.2667,9.5686,1.3946,1.5126,11.7224,0,Benign
22.65,4.5977,9.9424,9.9452,30.8191,21.202,1.3356,3.8992,9.1282,10.1361,13.9031,3.832,28.202,3.1078,4.6716,28.5365,4.5976,27.9732,1.2109,4.0813,24.1021,74.0945,15.2934,15.98,7.1027,10.9749,9.6887,4.7609,8.5311,4.9346,1.2737,5.5204,0.9511,4.0383,15.1336,8.0258,6.2237,2.4267,7.0415,2.8947,1,Bot
20.4469,26.844,4.5681,15.3789,25.0293,14.9134,7.7844,2.7561,2.3115,9.7209,5.0183,1.5622,3.1855,3.5487,2.4968,8.9747,2.9033,0.8661,31.6471,12.3856,4.0173,1.0008,2.1536,8.4427,59.3458,27.1896,13.4553,1.1624,1.2803,7.9246,22.9222,9.3004,11.6577,6.1896,11.9143,18.6447,6.8443,4.4353,1.2717,2.305,0,Benign
17.7616,8.7959,3.9005,18.2523,11.341,10.3142,21.1198,51.015,23.0194,11.0332,0.8697,0.8935,12.9763,6.6146,8.0215,6.8706,4.7441,11.6915,9.5178,5.9227,5.554,2.6002,19.1619,17.7147,4.6944,25.9371,7.1107,5.6778,5.6172,11.5592,6.4036,8.1149,13.1085,3.7119,1.4117,84.2263,18.2178,13.6473,21.9006,9.1703,0,Benign
13.0028,21.4657,2.8185,31.0726,3.5004,4.2386,1.6412,13.58,5.3491,7.3989,5.9113,2.8183,7.8162,3.0344,1.5342,4.0807,10.5248,23.0422,27.2974,5.1024,7.2806,5.5541,4.4426,12.1158,2.6866,11.1638,5.0679,4.1109,1.5412,13.6374,3.9601,22.3233,12.0985,17.207,2.3991,12.0928,1.8316,60.4627,9.8825,1.2364,0,Benign
12.5765,4.5191,24.2186,28.8009,8.7027,25.8182,20.9155,2.7999,2.7551,10.0627,4.2602,5.7771,7.3658,14.8556,5.7551,9.6938,24.5256,18.379,3.0864,6.5395,7.7213,1.5694,2.0169,3.0262,6.0979,12.1273,6.8675,55.9201,2.5476,18.1421,2.8513,53.5994,6.4343,6.3165,4.7778,5.797,48.1703,10.6667,22.504,33.9302,0,Benign
25.1996,4.1449,3.5839,7.0882,12.7791,8.6146,3.9677,11.5538,6.5874,7.5218,6.9454,15.3483,4.138,6.2159,107.4648,3.6004,7.5088,2.1079,5.1576,3.2109,9.0776,25.7521,4.3585,4.2185,19.8742,1.9534,1.8553,8.5698,26.6019,10.5722,5.1561,1.7405,4.1507,3.6984,5.4474,5.5257,1.1303,5.9483,1.1998,0.8036,0,Benign
3.8429,11.7663,31.0618,4.9895,15.8932,20.6662,12.1993,0.4967,2.9899,11.6954,76.0803,4.0273,19.8675,4.739,12.7904,35.5828,6.4643,4.0901,3.4663,2.76,1.0119,4.9856,34.298,3825.0718,1.4851,1.6521,15.5132,3.7352,166.5331,10.6298,7.0152,6.9743,19.1344,47.9811,3.7999,3.7402,11.3595,3.5703,9.8889,28.7818,1,ZeroDay_Anomaly
2.1826,20.4547,42.8043,14.0426,4.6809,36.3587,4.2158,3.0613,14.7177,6.3047,2.1579,3.7519,3.9528,3.4726,2.3665,8.3216,6.5238,7.3109,42.6902,6.5093,18.6075,14.2736,2.3119,72.7037,3.2143,12.2777,5.0665,7.812,6.1264,3.4907,3.1986,2.2184,7.1899,6.862,25.7557,13.353,4.8358,1.122,2.128,3.958,0,Benign
38.2448,9.2161,4.2721,14.87,20.3188,6.4307,15.1559,6.8736,1.4056,3.3579,1.888,0.8383,14.5522,2.3669,51.8382,3.1515,3.0134,3.7693,16.7153,2.5695,1.3773,40.9936,5.8832,7.4522,3.664,3.4188,85.4336,12.575,136.2401,28.6758,1.536,1.7149,2.3924,0.5611,2.0121,3.6858,5.2551,4.5013,0.6039,4.2014,0,Benign
3.6651,7.7928,5.2273,5.0261,9.0062,11.4097,1.8459,1.6274,21.8282,1.9514,11.8085,4.148,14.5293,32.3371,66.3342,3.5707,27.5048,4.0103,12.6941,26.753,17.1592,10.4783,5.0753,4.3577,5.1474,1.3864,5.7762,8.714,13.578,6.1884,9.3166,0.7115,8.7376,7.9316,13.1626,4.3531,7.4031,4.7556,5.0452,20.3173,0,Benign
39.2523,5.1722,8.1997,2.1844,2.166,2.6543,9.9911,12.4601,15.2335,37.3694,9.1486,28.9766,1.7808,3.4136,28.4414,9.4156,12.6912,6.0321,10.4817,6.5832,22.2567,7.5547,58.6486,13.6262,0.6151,5.2158,1.6149,10.4729,4.8184,101.0484,12.7574,3.2068,2.938,9.245,2.2713,1.9932,39.4232,21.7769,7.9896,5.2096,0,Benign
9.4952,24.3149,6.9761,3.9373,4.599,6.6664,29.3175,36.664,11.8092,10.5948,15.473,35.3063,4.6017,13.581,5.0957,4.7017,6.8821,3.9903,6.6324,27.8583,4.6927,14.7672,5.1471,25.4649,5.9018,5.6457,5.5473,3.2493,13.5437,6.6416,16.352,2.583,10.4263,5.7215,8.2989,36.6418,54.5566,5.9972,54.6255,2.8464,1,ExploitKit
4.6366,2.0099,5.3592,2.0532,3.5631,3.187,7.5161,3.0383,7.4806,7.2254,2.1614,3.5188,56.6361,0.8291,5.2841,12.2713,1.0014,13.6997,9.6281,1.8734,14.6068,24.1267,1.8,12.2931,13.0518,10.4191,8.433,3.8076,35.0942,15.1667,11.4888,10.4477,1.2551,11.6849,37.162,3.3571,7.7661,21.5333,4.0673,6.1284,0,Benign
4.0799,73.9019,7.3845,4.4925,1.0054,14.8349,30.4509,1.3418,23.989,12.7408,10.2323,2.682,2.845,10.6129,3.1244,2.5509,31.2876,8.3979,13.9386,6.2148,12.7111,2.5048,26.1862,101.0886,5.518,12.814,7.4263,15.4437,7.8989,8.388,2.4877,2.5238,2.1513,12.7501,4.5997,3.4074,4.6972,19.8495,31.8218,11.0762,0,Benign
8.3432,2.9106,8.4076,1.7773,7.4436,1.7526,8.2468,25.5859,9.556,12.8092,12.7853,1.967,92.4808,8.2227,1.4557,12.9271,27.7944,6.6717,13.7802,5.9012,50.2947,29.5588,8.3561,1.2821,5.5517,16.3692,4.1025,5.8983,3.8193,21.2609,7.5722,4.0899,17.2992,4.6969,12.1045,3.1694,4.4408,2.8392,1.9474,7.3071,0,Benign
3.9291,43.9174,7.5952,22.2696,4.4906,16.1113,6.2063,3.2209,6.0224,13.1973,2.468,33.6412,19.7727,7.9545,3.2988,19.9491,8.1632,6.4647,29.9426,13.6329,4.4923,8.3342,5.1422,5.2286,2.7024,1.8159,16.2697,7.931,16.361,3.1074,9.171,7.9061,30.1365,1.5945,10.1304,2.7093,0.52,30.4825,14.8227,3.3349,0,Benign
7.7559,40.695,6.3685,0.8296,2.6704,2.18,9.3461,7.2201,7.0077,19.444,1.132,13.1447,20.9087,2.5579,10.4228,15.6178,4.0851,0.6108,7.864,14.0175,66.6554,2.8804,31.9336,1.6584,3.091,8.3907,0.6274,2.8162,4.8102,0.9175,1.8991,41.5532,6.7501,1.5187,23.3783,11.3726,0.76,0.5229,6.9233,18.5754,0,Benign
12.411,4.0064,14.0549,8.3295,28.4738,16.0729,21.0241,29.7801,2.6175,2.0786,2.9082,22.7833,105.1172,2.8431,0.5711,55.6615,3.3405,15.0875,13.6227,3.3638,1.9534,2.6966,19.1439,5.2927,3.4153,7.5804,3.8798,22.1761,8.4945,0.6385,34.2512,7.1034,16.9249,14.4669,26.6221,4.604,2.0822,9.8197,16.2945,1.821,0,Benign
25.4797,6.7764,11.2503,1.3866,9.4468,14.4224,40.2937,13.5581,4.0297,6.3393,15.9787,34.4073,5.5892,32.425,4.2187,4.2269,8.0434,8.7183,3.4497,50.524,2.1799,20.5867,3.1691,20.5863,22.3595,3.0491,5.1395,3.6337,0.9032,8.1164,4.8183,13.1934,7.9169,26.4126,6.149,11.2483,21.097,5.3389,5.6795,8.1385,1,BruteForce
0.2956,6.011,6.9609,4.3938,16.677,7.6519,12.9714,5.8398,1.21,6.934,2.6844,24.8969,7.5929,10.3804,1.6824,19.4353,13.965,2.122,8.7011,3.6399,2.6315,29.5922,12.3861,1.5438,7.1114,2.8704,5.6174,0.9892,5.4059,37.569,3.1175,21.4521,4.1459,7.5228,5.2601,3.33,15.4808,1.0371,9.4364,16.9183,1,PortScan
2.4423,29.2322,5.9367,53.1792,35.2925,18.3496,19.4605,8.2636,12.4391,5.8128,18.3804,16.6014,4.5649,5.3669,248.2255,22.6556,21.4202,5.4515,14.7636,38.2626,2.4278,5.8409,20.9841,24.3103,15.6023,8.8784,20.6342,13.8603,10.6588,8.0603,2.6549,17.2819,2.7334,17.1101,5.1119,7.3724,18.5586,0.9922,31.0566,17.6012,1,DoS
43.6349,2.3196,4.1537,13.4941,30.5619,7.9832,13.385,11.6443,16.8005,4.9669,7.3515,7.6323,1.3232,4.4942,10.0871,14.0657,29.6833,7.6779,1.8316,19.6173,10.9977,23.7705,5.4654,2.1572,6.9038,2.2839,1.7516,5.1076,4.6119,46.6309,5.7489,4.0481,19.0723,3.1188,6.2862,23.9129,2.5309,14.7084,8.9388,7.8113,0,Benign
7.2956,6.0708,2.0547,19.0676,10.8422,13.2228,10.9941,1.025,17.0194,1.324,1.9505,2.6957,45.7277,1.5258,207.1729,5.1401,17.965,8.2398,6.6345,10.6821,69.579,2.0766,39.2526,57.1692,3.5033,5.0812,30.7923,4.1706,9.6677,14.9181,8.2314,22.1136,3.5607,7.7469,14.7101,8.0451,7.2466,2.7451,40.4309,14.3499,1,DoS
4.8278,5.3479,21.9868,11.2488,31.6313,44.3277,24.6658,1.5433,3.5003,3.5538,16.3261,3.1821,10.2809,2.2634,7.1889,3.6315,5.5752,0.824,8.4184,39.6378,18.9285,14.6075,6.4435,33.2147,2.2464,41.5461,13.941,12.9101,3.4161,2.768,5.9836,16.6834,24.204,10.5439,18.2249,14.8541,7.3045,28.4022,2.3434,5.233,0,Benign
9.932,22.1084,967.1628,14.5947,8.0475,1065.0315,17.4215,18.3709,2.7388,4.174,15.2432,13.066,4.4491,24.3492,6.0205,36.0531,5.5263,22.9307,1.1203,228.6951,11.6652,3.7038,198.2067,4.0692,215.6903,5.7206,11.3592,20.4669,2.6987,30.6495,5.7175,31.5874,3.8996,3.4185,10.5632,55.2376,5.2031,21.4841,61.1769,5.5607,1,ZeroDay_Anomaly
24.4103,4.3696,26.2311,2.1951,58.2529,30.5967,14.0202,10.3,1.6948,8.3571,6.2402,5.9572,24.3559,2.1051,4.6267,2.1119,8.4021,2.4133,4.178,7.363,26.354,25.147,7.4161,14.9262,2.5383,4.0907,5.2624,2.7528,24.3961,2.7446,32.4806,2.6883,21.4918,53.4538,14.7167,52.7232,3.6462,15.324,4.4323,13.6126,1,BruteForce
3.3951,20.4246,11.2795,0.9668,3.4431,3.6407,12.6712,20.3775,3.6965,5.5353,4.6499,7.3484,17.3952,1.9509,1.4877,23.8402,9.0032,4.4489,4.455,11.2378,6.4017,4.6148,4.5172,2.9189,15.8563,7.6019,0.7565,2.3696,30.2803,16.1156,9.1657,1.8496,11.6738,16.2905,13.2943,10.8756,151.3138,3.2374,7.0216,5.705,1,ExploitKit
7.428,4.9713,3.3839,6.252,9.649,8.6065,5.2228,42.9095,117.3376,17.2772,4.5286,1.3886,7.5884,28.4763,8.2856,0.8864,2.5416,2.5333,3.0418,2.4897,4.3658,50.2482,6.7305,6.1719,4.4794,9.718,5.5562,9.4092,35.4023,7.4302,5.7683,5.4007,4.7493,28.4371,27.4824,12.8801,2.7801,1.766,17.7238,42.107,1,BruteForce
6.2315,12.8292,19.6969,6.1744,15.3009,9.2139,26.2742,3.0064,9.1044,4.7119,1.8068,1.1505,9.5688,5.3024,2.5702,26.2223,35.1957,7.44,17.5914,12.7747,9.9031,14.6168,3.6205,2.1364,6.5441,8.0004,2.5132,6.399,6.3403,1.7782,3.2287,53.0411,4.9456,3.9104,1.6634,17.9143,6.5495,15.866,30.4099,20.4652,0,Benign
3.6107,19.8267,19.9641,6.5242,9.8316,7.1757,0.5075,4.3586,8.1354,7.7132,2.9442,59.7969,2.3103,8.8159,11.956,36.5617,7.9896,1.746,13.6349,4.5474,12.8968,11.0749,11.5787,8.8133,1.5413,8.6187,3.2061,2.0767,7.8379,8.8306,5.2921,57.3325,17.8486,1.7167,5.7531,5.6488,15.9627,6.9905,4.3535,3.6745,0,Benign
14.5528,4.1613,7.9869,3.4567,24.4514,16.8908,101.2136,4.4815,16.1046,0.7347,40.8516,5.2907,14.7184,4.424,16.8367,10.2654,13.9273,13.4391,8.5586,1.7589,20.2734,3.1081,53.747,6.0083,28.5499,2.7932,5.3807,1.3108,6.2973,6.4227,2.9074,4.2422,7.5299,31.7465,7.5132,2.4382,9.4897,10.2804,4.1467,1.6636,0,Benign
4.4298,3.6738,16.9095,6.3772,19.103,19.1366,7.6756,29.8746,4.6016,10.3883,71.1193,5.0727,17.4085,32.709,86.9815,12.0601,11.3212,3.1453,28.8617,16.477,8.5484,4.5451,5.3574,43.5968,9.1176,28.0155,2.5028,2.4698,9.7517,7.3795,4.589,2.6565,2.3365,5.7939,11.1003,7.0854,2.2211,21.6424,76.2221,5.6021,0,Benign
3.6247,13.6803,1.3573,3.9853,2.0612,3.9596,2.0813,22.8808,2.785,2.2734,20.8133,22.6362,5.6052,56.0237,14.6322,4.223,1.3116,29.807,14.0349,4.673,4.2668,61.2066,4.5702,5.6642,25.912,19.5212,8.4665,7.6165,4.3163,21.4203,5.6501,12.4635,2.9476,2.779,42.2982,2.407,3.426,6.7913,38.4245,17.7299,0,Benign
7.6317,21.4389,14.3887,10.2985,5.8523,3.7834,22.5463,1.4584,5.3726,1.0691,14.3278,6.0257,4.6206,17.0826,1.3856,38.2544,22.3254,7.8621,36.0561,1.9321,3.0497,2.7617,9.8087,2.0518,4.2304,8.614,39.2058,63.095,9.5609,9.8949,3.4019,2.6052,5.3334,5.1611,16.1414,21.0622,9.6044,15.1196,6.7742,4.3619,0,Benign
29.2757,5.1488,5.3003,5.8632,2.506,9.4394,2.9126,2.7721,22.3691,17.9066,17.7517,1.8952,24.6399,37.2133,1.0126,4.8621,27.2032,2.4562,5.5716,4.479,1.5549,3.0468,2.8527,4.4349,38.7202,3.2224,4.2147,2.0713,8.1291,7.5886,8.7581,1.8701,6.817,17.1537,9.5901,9.3153,5.138,9.9468,12.1673,16.6181,0,Benign
2.7094,8.6476,4.3486,10.6593,6.9515,26.6303,4.3089,21.9803,9.4322,5.2689,6.8671,6.3859,1.9792,10.8966,48.3948,1.7121,6.0157,5.0263,4.0975,18.2556,24.7111,9.6721,6.803,6.0879,4.0708,12.3431,4.8107,1.2368,3.2013,15.3282,29.9551,2.9776,6.2852,3.0653,3.4297,3.7419,10.8145,23.8501,3.793,6.1628,0,Benign
0.8258,5.6606,1.6449,4.3945,3.1663,11.2809,6.7591,6.6447,7.6989,1.849,13.2049,21.3903,2.1141,37.5055,6.6082,23.7926,6.6142,5.7676,39.199,2.3966,29.9823,92.0195,7.0762,2.874,4.4022,8.169,9.2365,3.1534,1.4791,16.6948,33.098,4.403,1.6145,21.0597,36.4785,5.3034,1.2788,3.9958,13.976,8.5792,1,WebAttack
5.995,9.8039,2.2709,21.9944,32.1395,0.4823,22.8706,5.3766,3.895,2.3331,4.7075,4.7234,11.527,3.521,7.0544,2.4239,123.4178,4.0948,8.9231,6.8951,25.7411,17.5088,21.234,3.2417,2.5385,13.9034,19.8611,4.2578,6.7371,7.1403,18.801,22.7897,18.0362,9.0635,10.0748,15.9761,3.7699,5.4733,1.1228,3.7751,0,Benign
11.5656,14.9253,41.2108,37.4407,5.8026,9.9797,7.2169,5.6468,4.3337,7.2547,8.8099,1.7095,7.1892,5.4351,24.2899,10.7661,6.0615,0.7515,12.0828,3.8664,25.0758,23.4376,12.677,3.1622,8.5029,2.3167,6.014,49.4263,2.5295,10.8888,3.3607,19.6537,10.5094,3.164,14.5308,0.4871,9.8161,0.917,17.4875,16.1956,0,Benign
2.9061,6.2137,9.2074,3.2552,7.5368,8.319,20.5084,14.399,64.3484,5.5443,11.039,2.1354,5.0399,6.1668,4.4901,6.2863,2.6438,17.1697,3.8059,12.7972,3.2806,1.5483,11.805,2.8861,12.5958,1.5083,9.58,8.506,32.5691,16.7528,58.2749,20.3696,5.0253,6.199,0.6381,2.7286,4.6954,32.4761,9.0524,2.0574,0,Benign
24.9065,6.6955,7.4795,10.3516,28.0906,14.4788,10.3687,9.0303,19.6575,0.8323,1.7225,9.9335,1.4166,35.7358,15.4996,1.4031,26.6565,0.3729,15.7776,2.4641,23.7074,6.637,4.9483,38.1985,2.4642,2.1136,6.083,9.4185,32.8528,26.1928,2.9415,16.245,19.7429,58.4839,3.1106,3.8038,11.2345,6.605,12.9921,15.4346,1,BruteForce
6.1813,5.4983,6.0467,40.0901,2.1208,24.6162,4.9535,20.7009,1.7664,19.7641,20.3711,7.548,12.8425,1.4889,2.9102,6.215,4.676,4.2,3.9092,4.1663,15.9154,11.7777,10.7484,1.7922,12.4108,8.4025,10.1465,5.63,8.5503,5.2865,2.1873,20.1808,1.1864,4.8609,8.7874,9.9512,7.709,14.289,3.9106,15.6498,0,Benign
