files_created_sec,files_deleted_sec,files_modified_sec,files_renamed_sec,bytes_written_sec,bytes_read_sec,write_entropy_mean,file_extension_change_rate,access_sensitive_dir_rate,mass_deletion_indicator,encryption_ratio,shadow_copy_access_rate,mft_anomaly_score,symlink_creation_rate,alternate_data_stream_writes,macro_execution_indicators,high_freq_read_write_ratio,temp_folder_exec_rate,system32_modification_rate,Label,Attack_Type
1.793,0.4682,0.6678,0.1608,0.2818,0.2814,2.6102,0.1992,0.382,0.1599,1.3089,0.1572,3.3086,1.3656,3.2808,3.5332,0.3103,7.0604,4.953,1,Malicious_Macro
0.3902,0.9818,0.0149,1.3045,0.9067,0.8451,4.4143,0.0553,1.2188,4.2108,2.2025,2.0193,2.6076,1.005,1.0868,0.6691,0.3232,2.8483,0.1657,0,Benign
2.3757,1.7083,0.9646,0.557,0.1665,0.0647,2.7065,0.0851,1.729,3.3291,0.0732,0.5911,0.1241,2.3073,3.2838,4.9259,0.6861,10.2663,0.4653,1,FilelessStager
2.0855,0.2555,0.918,3.2638,1.65,0.4376,2.6637,0.937,0.1024,0.0648,1.577,1.1014,0.2794,2.1268,0.7345,1.4532,0.7597,2.0949,0.0555,0,Benign
0.8062,0.4178,0.5603,0.0308,0.7824,0.0187,3.5719,0.812,0.853,0.7536,0.2827,6.0214,0.053,2.339,0.364,0.1474,0.1094,0.001,1.8337,0,Benign
1.8951,0.1252,1.9627,1.4021,2.4979,0.1985,4.1599,1.417,0.19,2.0174,0.0307,1.5412,2.6921,0.0317,3.689,7.118,0.8759,7.0426,0.3342,1,FilelessStager
0.4838,0.0835,1.3598,0.5984,2.5648,1.7524,2.4737,0.8657,0.6793,2.4226,0.1749,0.2735,0.9323,0.2376,0.0928,1.2047,0.6022,0.4075,1.0476,0,Benign
0.8148,0.3195,0.2097,0.0187,0.9619,2.1344,3.5723,2.073,0.0724,3.7454,3.3082,2.8619,0.2845,0.0833,0.0917,2.7768,0.1382,0.7797,1.9545,0,Benign
0.0213,2.1968,1.4836,0.1629,0.9189,0.5361,4.277,0.2167,0.8483,0.2157,0.1535,3.6568,0.7185,3.5777,0.389,0.3654,0.8833,1.4033,1.7751,0,Benign
0.7446,0.0097,0.6516,1.0548,0.1582,1.3473,4.0981,1.5561,2.4517,6.1631,0.7406,0.7927,0.1856,2.8084,0.9939,1.7893,0.2091,0.3901,0.2327,0,Benign
0.3253,0.6123,0.2109,0.2878,0.4383,0.3228,1.6484,0.9585,1.2655,0.4814,0.4497,0.8768,0.2295,2.4012,0.4722,2.8258,0.5908,0.0318,0.3142,0,Benign
3.2565,0.518,1.1193,0.3844,0.5746,0.963,3.5551,0.2106,0.2011,0.4994,0.094,2.8743,1.1564,0.3416,0.7578,1.8185,0.5858,0.9618,1.0301,0,Benign
0.4853,0.9063,0.6724,0.7609,0.3233,1.1554,3.3911,0.8266,0.0565,0.4452,1.6999,1.6201,2.534,0.5157,1.0021,1.288,0.2751,0.3199,0.1421,0,Benign
1.209,1.1255,0.5084,1.3919,0.2131,0.8055,2.1211,0.8534,0.3922,0.9664,0.7435,1.1251,0.1365,1.5129,0.8752,2.5612,0.1087,0.9297,0.109,0,Benign
0.2457,0.0546,0.8618,0.1816,3.9237,0.8001,3.0551,0.3838,0.2596,1.7239,0.4965,0.3325,0.5562,0.0833,0.1566,0.6549,0.8852,0.3994,1.3358,0,Benign
1.4259,1.0393,0.6006,0.1422,0.1663,0.3059,3.8903,0.2765,1.1747,0.2837,0.4989,1.2898,0.2987,2.8106,1.3869,0.9112,0.7012,0.0848,0.6035,0,Benign
0.8133,0.6662,1.0463,0.0112,0.2128,0.8261,3.4776,0.0007,0.716,1.3029,0.6459,0.2875,0.3495,2.8005,0.5215,0.0494,0.3407,3.5333,0.9879,0,Benign
0.4494,0.7071,0.466,0.1957,2.2314,1.0939,3.6524,0.0419,0.7018,0.5205,0.2488,0.0633,0.9358,0.3526,2.0295,0.2194,0.6599,2.6232,0.5704,0,Benign
0.2354,0.3096,0.4149,1.4639,1.9729,0.5461,3.4155,1.3124,0.9898,1.3544,0.2282,0.0126,0.1852,0.6383,4.4031,0.9893,0.1868,0.1906,3.6155,1,Persistence_Files
0.0718,0.5128,1.4119,0.9675,1.0879,0.7819,3.701,0.1363,2.8146,0.2672,1.4857,1.2079,1.8776,0.3883,1.1025,1.394,0.1702,5.5433,1.5619,0,Benign
1.3805,16.916,0.2136,2.7136,3.2127,0.028,4.0422,0.0727,0.6401,6.5232,0.0146,2.0774,8.404,1.4485,0.7682,4.3023,0.6616,0.3496,1.0601,1,Wiper
4.3676,0.3456,3.9672,3.1597,0.1844,0.3949,7.7173,10.7136,1.3299,1.3007,2.6198,4.127,3.4439,1.2756,1.1325,0.4158,0.9322,1.4998,0.4255,1,Ransomware
4.6309,0.143,1.4421,0.5033,1.1871,0.2325,4.2146,2.4775,0.0494,0.076,1.2694,1.4604,0.4101,1.4106,3.2564,1.9462,0.4818,0.9292,2.3177,0,Benign
1.7231,1.9951,0.5189,3.2494,1.4107,151.9844,3.499,0.0529,1.4465,0.8161,0.6257,0.98,1.3623,0.9046,0.2314,1.5724,4.7467,1.5382,0.1378,1,DataExfiltration
0.409,0.2087,0.5759,1.3736,0.1063,0.1312,2.2387,2.12,0.697,0.1646,3.2244,0.6941,0.0097,1.5078,1.048,0.3355,0.8443,1.961,1.1494,0,Benign
0.134,0.7596,0.2578,0.5516,1.182,73.3779,3.1431,0.1785,0.3964,1.5646,0.092,0.7052,1.2243,0.6234,1.0235,0.2241,1.2917,0.3897,0.1075,1,DataExfiltration
1.1196,0.4486,200.3872,22.0209,2.6331,0.7223,7.7389,8.3773,0.9559,0.3166,1.3787,4.3911,1.4181,3.04,2.2138,0.4358,0.8074,0.8939,0.8483,1,Ransomware
3.0726,0.6986,0.5663,2.3219,1.8325,0.1781,4.0429,0.0117,0.592,0.5858,1.8884,0.0828,0.6308,1.4958,0.5322,0.9409,0.8536,0.9174,0.2555,0,Benign
0.3725,0.8177,0.4437,0.1705,0.2868,0.9892,4.3892,0.6696,0.4555,0.1974,0.0465,0.5863,1.1119,0.9692,0.1133,1.8548,0.2578,1.5356,0.8792,0,Benign
2.3134,1.1414,0.3089,0.4506,0.4642,0.5982,3.6587,0.4028,2.1679,1.6306,3.0602,5.4947,2.8556,0.12,1.1634,0.1435,0.5694,0.8097,0.3428,0,Benign
0.4491,2.2445,0.2492,0.272,0.195,0.234,3.6801,0.3955,1.6619,1.1997,3.7677,0.4585,0.6313,2.237,5.8191,0.7871,0.1594,0.2815,4.1977,1,Persistence_Files
0.5579,0.8973,0.0504,4.3241,1.34,0.7613,7.7883,7.2094,0.0331,1.6243,1.7914,6.4266,0.4533,1.1277,0.6941,1.4237,0.4308,0.5914,0.0491,1,Ransomware
0.3765,1.7819,1.1278,0.8269,0.2415,0.4146,4.9592,1.4024,0.1085,1.3689,2.2076,1.0164,1.2423,1.9312,0.1874,0.9957,0.9137,1.2264,0.0438,0,Benign
0.9556,0.8478,0.2929,0.313,0.269,0.2746,2.9943,1.8887,1.9406,0.6796,0.1532,2.8719,1.8003,2.159,0.1126,1.5153,0.7453,0.0002,1.1558,0,Benign
0.692,0.8619,0.3203,1.0833,0.953,0.2996,3.2223,0.2567,0.1928,1.3214,2.4744,2.2231,0.6347,0.1627,1.2115,0.3693,0.9228,0.2873,0.4468,0,Benign
0.6127,1.1039,0.849,1.9089,0.5183,1.1386,2.5966,0.0555,1.2461,0.0061,2.2501,1.7705,0.4348,0.3353,0.5907,0.0838,0.7828,1.6178,1.5509,0,Benign
0.6014,1.356,1.9579,2.5215,1.2275,1.8868,2.3762,1.8591,0.9385,2.3495,1.9267,2.3236,0.2726,1.3136,0.1956,2.3064,0.3196,0.4427,0.3746,0,Benign
0.0419,1.0716,0.3685,0.6153,0.1689,0.3604,4.747,0.9643,0.0096,0.7961,0.7186,1.2328,0.4166,0.522,2.044,0.6066,0.3436,1.425,1.3619,0,Benign
0.4411,0.0775,3.333,0.8279,0.8509,1.0911,3.1689,3.0485,0.418,3.6766,2.3665,0.5432,1.8709,0.846,0.9889,0.1937,0.124,0.7349,0.3359,0,Benign
1.656,0.1255,0.1526,2.0547,0.6778,0.548,2.947,0.0769,0.5155,0.1874,0.4426,1.977,0.2056,2.9432,0.8857,0.0849,0.9306,0.7157,0.0294,0,Benign
0.4,1.0201,0.7453,1.6759,0.2375,0.2898,4.2486,2.0764,1.624,1.0978,0.6262,3.7961,2.2276,2.3586,0.5681,0.9525,0.244,0.0848,0.494,0,Benign
1.1145,0.0093,0.0548,2.6684,2.0037,1.1284,3.3612,0.3175,0.2145,1.4441,1.6113,0.6498,0.6154,0.0625,0.0581,1.5286,0.4684,2.0348,0.4346,0,Benign
1.1447,1.6218,0.6913,0.1688,0.0823,1.7766,2.2909,0.557,0.0976,0.4008,0.0684,2.5692,0.2071,0.8933,1.3438,0.2403,0.8964,0.2546,3.476,0,Benign
1.1795,2.9448,0.2974,3.3573,0.0736,1.2627,4.0307,0.9082,0.0414,2.1346,0.8993,0.0179,0.0676,1.2128,1.8611,2.8708,0.5428,0.6193,1.6732,0,Benign
1.7537,0.7234,1.2101,0.4743,0.9015,0.9929,3.7298,2.4485,1.0243,1.5022,0.6269,1.904,0.3135,0.1402,1.9361,0.0522,0.208,1.7465,1.0401,0,Benign
5.7713,0.0308,0.8722,0.0589,1.0637,0.0488,4.0392,0.3761,0.8403,0.1125,0.2663,0.9579,0.7251,1.1634,0.9976,1.2713,0.6087,0.3475,2.1301,0,Benign
0.0599,1.1547,4.8075,1.5235,4.5085,3.1852,2.1611,0.8156,0.1021,0.2296,0.1032,0.5767,1.3104,0.8648,1.6152,2.5146,0.6101,0.0701,1.5774,0,Benign
0.5025,1.4343,0.1241,0.6124,1.9744,0.2018,3.0508,0.3554,2.2613,0.1746,1.4774,1.0561,3.1636,1.4171,0.1572,0.7359,0.7962,1.2062,0.0697,0,Benign
0.9434,1.4643,0.4651,0.2811,0.2095,2.8618,2.5474,0.346,0.2301,0.8175,0.3073,0.0385,0.9122,1.9191,1.5752,0.27,0.5459,0.3095,2.5632,0,Benign
0.4625,1.7961,0.9648,0.0867,1.4696,0.4064,3.5969,0.4036,3.6774,1.0202,2.8205,0.4071,0.2611,0.5532,0.8758,0.848,0.6409,0.3856,0.0201,0,Benign
0.6173,1.7945,3.4217,0.1859,0.3247,0.2314,3.1862,0.7693,0.8719,2.7758,0.9883,0.5949,0.062,0.0037,2.2426,0.0775,0.3349,0.6346,1.2348,0,Benign
1.6755,0.7507,0.8401,0.4441,0.7796,0.8516,2.0509,2.5483,0.0749,0.7264,2.1844,0.3111,0.5874,2.4398,1.154,1.9101,0.1092,0.526,0.0119,0,Benign
1.8215,2.581,0.3468,0.6099,1.0749,2.5127,4.0248,1.3328,0.1606,0.8938,0.6897,0.7448,0.3816,0.0111,0.1768,1.2817,0.7994,3.5102,0.8082,0,Benign
2.3416,0.1408,0.7975,2.207,0.1671,1.0102,2.5569,0.1656,0.018,0.5243,3.0552,0.1652,0.3879,2.4724,1.2542,0.6627,0.4363,0.2703,3.4818,0,Benign
1.164,0.5624,0.4432,1.9437,1.7486,0.9107,1.4878,0.0782,3.1974,0.0135,0.2045,0.2352,1.6015,0.0073,1.3707,1.3895,0.636,1.2313,0.0449,0,Benign
0.9995,0.6315,0.44,1.3338,1.8095,1.4261,2.8572,3.7434,0.3458,1.6522,0.1052,0.1652,1.8304,0.5105,2.4644,1.0427,0.4076,1.1049,0.0559,0,Benign
0.396,0.3223,0.7925,0.9962,0.4075,0.8731,3.2266,0.4108,0.4887,3.5588,2.9106,1.4641,0.19,0.4528,3.4759,5.2019,0.6126,5.6602,0.4262,1,FilelessStager
1.0988,0.0681,0.1689,1.0102,0.2448,2.3235,2.8382,0.5642,0.8573,0.1146,0.1333,0.1268,0.2087,0.038,0.8294,1.0834,0.5572,0.2591,0.0093,0,Benign
0.3521,2.7557,0.6411,0.1722,0.3423,1.6079,3.6698,5.3622,0.1223,1.2385,0.9514,0.3067,1.45,2.7813,0.1915,0.6236,0.7076,0.3651,1.9101,0,Benign
0.5927,228.0704,0.8068,1.3974,0.5683,1.1845,2.8322,0.5109,0.4156,8.3435,0.2705,1.1595,6.386,0.8023,0.1678,1.1196,0.3194,1.1637,0.5846,1,Wiper
0.3926,63.4599,0.3846,0.9652,0.3554,1.3404,4.7592,2.5632,0.4672,9.5379,0.5006,0.4168,6.0517,0.7246,0.6052,1.8566,0.7172,4.6248,2.9534,1,Wiper
1.3142,0.1327,0.5651,1.8178,0.3818,1.2083,4.4489,2.3893,0.3142,0.2311,0.6712,0.4484,0.0745,5.09,2.1267,1.236,0.1292,0.3497,0.6703,0,Benign
1.9035,0.5435,2.3003,0.0899,0.3642,2.5238,3.0866,1.7867,0.5315,0.054,0.0249,0.4988,0.1387,1.1533,5.9201,0.0131,0.6445,2.6631,0.6598,0,Benign
0.2967,0.0897,0.1112,1.8172,2.8514,1.219,5.2628,1.043,1.496,0.5466,2.2033,0.9147,0.2383,0.222,1.7957,0.5235,0.4637,4.2217,0.2094,0,Benign
1.4383,0.4761,2.3212,0.6323,0.0301,1.7792,3.1361,0.128,0.0525,0.216,1.081,0.3039,1.1053,0.3914,1.7599,0.0711,0.7662,1.3588,0.5836,0,Benign
0.476,1.2572,0.8745,0.3461,0.3665,0.0316,4.21,1.0945,1.2538,0.7137,0.4645,0.8769,0.4935,1.7175,1.6086,0.529,0.2657,0.0664,1.4867,0,Benign
1.4199,0.6716,0.3997,0.289,0.983,0.9437,3.4574,1.1548,0.4757,0.9811,0.5047,0.6565,1.3883,1.2161,0.2659,1.2061,0.187,0.5268,0.756,0,Benign
3.918,0.5445,0.8556,2.5884,0.0018,1.2679,3.9884,1.1548,5.2073,2.924,2.8575,1.1704,0.0145,0.4815,0.6786,1.8138,0.7236,1.1111,2.2984,0,Benign
1.6422,0.1038,0.4173,1.5774,0.8772,2.6224,2.416,2.6962,1.7531,2.1833,0.2463,6.5538,1.4816,0.1378,0.702,0.4791,0.6151,1.4943,0.1313,0,Benign
0.6428,0.8533,37.8852,35.921,0.0949,0.4264,7.9324,6.2199,0.6451,1.1059,1.1702,4.0898,0.179,0.2112,0.4576,1.3018,0.9159,3.3355,2.1029,1,Ransomware
2.2858,1.6778,0.2101,0.658,0.1937,1.3662,2.3376,0.1843,0.4694,1.2017,0.6419,0.8567,0.8512,0.0297,0.2923,2.4936,0.2569,1.0629,2.4933,0,Benign
0.0362,0.5524,2.1514,2.5779,2.4491,2.065,4.3277,3.0638,1.0393,1.0005,1.2245,0.623,0.3871,1.944,2.3915,0.3416,0.1942,0.7284,0.6509,0,Benign
1.0237,0.9368,3.501,0.1999,0.4415,0.1612,3.4305,0.8599,1.1893,1.014,0.4763,0.2565,0.6121,1.4739,0.941,0.5256,0.7641,2.1094,0.5623,0,Benign
0.3609,0.2571,2.6451,1.7297,0.2427,0.6549,3.9049,0.6976,1.171,0.3049,1.0138,0.5769,0.4023,2.2115,2.2516,2.0955,0.515,0.0986,0.085,0,Benign
1.6378,0.1889,1.639,0.3433,0.777,0.8552,4.6023,0.592,0.503,0.7942,4.0245,0.3956,6.7924,2.2972,0.4759,1.9288,0.5225,0.4661,2.0536,0,Benign
2.2935,1.0522,0.488,1.1741,2.8206,0.9112,3.3447,0.2931,1.8983,0.4688,0.2749,0.003,1.2202,1.2769,0.2423,0.1782,0.6134,1.0697,1.2452,0,Benign
0.8059,0.4714,0.7373,0.2085,0.1911,0.255,4.3141,0.1976,0.4623,0.5632,0.0366,1.1434,2.0892,0.4094,0.3166,0.322,0.3723,0.7581,0.1368,0,Benign
1.5778,1.6751,50.5276,1.6494,1.3761,0.6807,7.5408,5.2089,0.7401,0.6145,1.1436,4.6347,3.8673,1.273,0.1831,1.9278,0.9135,0.3653,0.6338,1,Ransomware
0.4351,0.8122,0.104,0.6209,0.3325,0.0559,2.3081,1.2321,1.2757,0.9344,0.9016,0.7579,0.709,0.1359,1.2226,0.1775,0.342,0.0252,0.271,0,Benign
0.158,0.4944,2.5425,0.7012,1.189,0.7656,3.8013,0.888,2.1346,2.7235,2.6786,0.1284,0.2544,0.3135,0.6281,0.0113,0.8336,0.134,1.385,0,Benign
25.3258,0.6706,0.88,0.1067,0.2636,1.1905,6.5151,0.6242,0.4442,0.0384,1.4042,1.3221,0.7183,6.1689,0.4342,0.8735,0.6029,0.8709,0.4779,1,ZeroDay_FileDrop
0.0398,0.7566,1.6744,0.1485,0.9456,2.2786,3.6958,0.1016,3.2015,1.8072,2.8874,1.8487,0.8526,0.6138,0.5081,0.2706,0.416,1.6307,0.1842,0,Benign
0.0778,0.3517,1.5907,0.2964,2.0833,1.793,4.8571,0.5233,0.7056,0.3658,0.3062,0.5065,0.2114,0.1976,1.6014,2.5365,0.7172,0.6857,0.3306,0,Benign
1.3339,1.4854,0.1511,0.7781,1.0886,0.5415,4.083,1.0585,0.0877,0.3238,0.1658,0.5496,0.6111,1.8292,0.3084,0.8289,0.6535,0.6115,1.3062,0,Benign
0.6408,1.0243,0.5581,0.1325,0.5352,1.2465,3.6554,1.1797,0.6148,2.9947,0.8029,1.2075,0.0121,0.0631,1.5921,2.3627,0.8359,0.9783,1.2206,0,Benign
0.0281,2.0035,0.7918,1.802,3.7512,0.4523,3.877,1.6563,0.6416,0.1718,0.4885,0.7262,0.2364,0.6874,0.2094,0.4711,0.2795,0.0637,1.0386,0,Benign
0.0926,0.1108,0.0529,1.5421,2.43,0.5457,4.3247,0.0243,0.7191,0.8325,0.6962,2.0096,1.8758,0.1045,3.6286,0.2061,0.7375,0.1569,1.1526,0,Benign
1.0988,0.2564,0.605,0.3711,2.4852,3.4144,4.0392,1.1095,1.55,2.2462,1.903,0.5136,1.0037,0.7173,6.4707,2.4932,0.5555,7.3368,0.3032,1,FilelessStager
1.3507,2.9431,0.3548,0.7398,0.3074,0.9008,3.8786,1.67,1.3191,0.5048,0.2306,1.0031,1.9497,0.9082,2.5286,0.4591,0.3682,0.5236,1.8454,0,Benign
3.2603,0.5836,1.6832,0.2164,0.127,1.8157,2.561,0.2123,0.1391,1.3969,1.4269,1.6933,1.7239,1.5902,0.523,1.9103,0.5821,0.3534,2.3977,0,Benign
0.7762,3.606,0.5886,0.5256,3.704,2.2548,3.7608,0.262,0.5878,0.7624,1.141,0.0611,0.5479,0.921,4.4301,1.4105,0.3066,1.1742,0.3176,0,Benign
0.2411,1.3521,2.1543,0.4589,1.0238,0.534,4.3456,0.1477,3.7921,0.0049,0.5249,0.4401,1.4951,0.5583,0.2573,0.9265,0.3786,1.601,0.3603,0,Benign
1.6584,1.771,1.1039,0.0694,0.414,2.8557,3.6391,2.0666,1.3003,1.3311,1.3503,0.4282,2.608,0.4127,0.397,0.4986,0.395,0.6514,1.2257,0,Benign
0.4452,0.6445,0.3755,0.0253,1.4378,0.4717,3.2732,0.4663,1.545,1.0046,0.0744,0.3615,1.4083,1.4397,1.6031,3.1793,0.5361,0.4269,3.8858,0,Benign
0.0991,0.1582,0.0394,1.1308,0.7252,1.084,3.035,0.4875,1.5385,0.3936,0.754,0.8435,0.6555,0.4194,0.6875,0.9563,0.4629,0.7723,0.807,0,Benign
1.9838,1.4819,2.9681,1.7878,1.2059,0.9503,3.9227,0.4054,0.1837,0.5307,0.1591,1.3159,1.4544,1.1542,2.5448,0.2128,0.7916,1.9319,0.9277,0,Benign
1.2908,1.9096,5.1076,34.0007,1.8837,0.9766,7.6349,5.0305,0.2061,0.1961,1.9206,5.7761,1.772,0.1246,0.1132,0.2459,0.7365,0.9542,0.5761,1,Ransomware
0.2358,0.6742,1.2122,1.1586,1.0648,0.2666,3.7229,1.6585,2.7209,0.2684,0.8578,0.0743,1.4991,1.9343,3.8099,0.9583,0.9977,0.9308,0.3015,0,Benign
0.607,0.6174,0.2191,0.0221,0.6243,1.438,4.0779,0.0955,0.1706,0.1386,1.2515,1.8249,1.4758,1.5813,1.1316,0.3432,0.9436,0.9783,0.2369,0,Benign
0.2223,1.0161,0.5458,0.1097,2.1465,0.9482,3.8253,0.3664,1.8797,0.3062,3.2726,0.6893,0.5449,4.6409,1.7328,0.4133,0.1466,0.0825,2.6428,0,Benign
2.0951,0.2832,0.2601,1.0984,0.1512,0.8386,2.4779,0.5278,1.1024,0.3271,0.3254,0.4346,0.8324,0.853,0.1655,0.5856,0.975,3.5994,0.8225,0,Benign
0.6071,0.1529,0.3239,1.8834,1.4638,0.1743,5.171,0.6971,0.9087,0.1453,0.2963,0.2337,0.2082,0.7996,0.3645,0.0171,0.3173,0.1288,0.8937,0,Benign
1.0178,0.9457,1.0851,0.5957,1.1874,1.0031,3.1605,0.8156,2.3281,0.1039,0.4565,0.5919,0.2934,0.885,0.1785,0.3006,0.2966,2.3657,0.5779,0,Benign
0.7359,0.3894,0.1196,0.5021,0.7667,0.5756,3.0825,1.545,0.9313,0.2882,1.767,0.0461,0.0945,0.5126,0.993,0.4502,0.1155,4.2948,0.0647,0,Benign
12.4329,1.3814,1.6569,0.9576,0.204,1.3325,6.5659,0.454,2.3748,0.5721,0.0394,0.4998,0.516,5.8952,0.1328,1.6936,0.8266,0.5972,3.2186,1,ZeroDay_FileDrop
4.3739,2.2337,0.1043,0.3907,0.7642,1.3181,3.7412,1.6306,0.4458,1.9724,0.4426,0.901,1.2381,1.332,1.2846,0.1061,0.8306,0.4293,0.8135,0,Benign
1.2445,1.0052,2.3442,0.0305,0.4398,1.4792,4.8263,0.5419,2.2252,1.4344,0.2347,0.5922,1.3631,1.0811,1.3324,0.5174,0.2053,5.5965,0.0454,0,Benign
1.4445,0.3775,2.8673,2.0799,1.2829,0.3953,7.1793,1.675,0.9698,0.8393,0.6196,0.377,3.4471,4.8673,1.0108,1.0615,0.2803,0.3161,0.2743,1,ZeroDay_FileDrop
0.6057,0.3154,1.6372,0.7357,2.3641,4.6719,2.9243,1.098,0.648,0.5642,1.9244,1.0935,0.8049,1.4081,2.0215,1.063,6.1018,0.1619,0.6616,1,DataExfiltration
1.1911,0.1022,0.1491,0.5338,2.6569,0.2117,3.0203,0.2238,0.2206,0.8505,1.6779,0.8685,2.1464,0.702,0.5628,0.8739,0.8772,0.2548,3.5134,0,Benign
0.8247,1.2618,0.735,0.5996,0.0591,0.4302,3.7298,1.501,0.6388,0.6076,1.1421,3.2061,0.7787,0.7045,0.7583,1.3999,0.3988,0.108,0.5498,0,Benign
0.2713,1.8158,1.0921,2.3921,1.681,0.7831,3.7196,0.9573,0.0344,3.003,0.2197,0.9434,1.0746,1.4392,1.0978,0.4736,0.2893,0.3806,0.2222,0,Benign
0.0698,0.9679,2.3686,2.6077,0.2567,0.6169,2.8651,4.016,0.3282,1.1248,1.4385,0.6577,0.4633,0.3454,3.6685,0.1029,0.9243,0.5392,0.5911,0,Benign
0.7686,1.6592,2.1352,2.8178,0.3261,2.6523,3.6475,1.7858,0.6867,0.0379,0.2769,0.035,0.7172,1.2888,0.2555,0.3128,0.4758,2.3317,0.0292,0,Benign
0.3529,2.7216,1.8126,0.1194,0.6205,1.1054,4.0485,0.1648,0.1409,0.7182,0.9544,2.549,0.6254,0.3162,0.4643,0.7638,0.3447,4.4163,0.2184,0,Benign
0.7185,0.0212,4.1067,1.8869,0.3991,0.0458,4.5376,0.4784,0.0394,0.3676,0.1881,0.9219,2.9645,0.4123,1.232,0.7781,0.2045,0.6693,1.6233,0,Benign
1.3659,1.0074,0.8645,0.5019,0.1273,1.6468,4.1899,0.3357,0.6143,0.4721,0.7442,0.7875,1.3045,0.2285,0.5883,5.031,0.9983,0.1846,0.6958,0,Benign
0.3502,0.505,0.6607,3.1035,0.2384,2.0625,2.7851,0.1866,1.0271,0.3765,1.0077,0.1244,0.1328,1.9057,0.7338,0.4198,0.4256,0.3052,0.5402,0,Benign
0.4043,2.3296,1.8798,1.1173,2.285,0.5005,1.949,1.1959,0.2383,0.0966,0.0571,2.179,0.5296,0.7252,1.3294,0.8615,0.3081,0.1188,0.3326,0,Benign
0.3246,0.2961,0.068,3.2209,2.8787,11.3545,4.0467,0.1976,0.8709,1.0101,3.5057,0.3535,0.8294,0.9438,0.4543,3.7212,2.0447,1.7217,0.0461,1,DataExfiltration
2.7058,2.5592,0.0434,2.3934,2.5793,0.7162,4.3876,0.4845,0.2707,0.3297,0.5873,0.7139,0.1595,0.4502,0.9663,0.7,0.1243,3.7248,0.6449,0,Benign
0.5832,0.2506,1.0765,0.8341,1.2254,2.3427,4.0377,0.4029,0.2539,0.6615,0.8558,0.3204,1.6049,1.3164,2.6562,0.4387,0.3397,0.0376,0.4432,0,Benign
17.0145,0.373,1.5501,0.5192,0.0332,0.2356,6.9146,3.0168,1.9381,1.0483,0.1285,0.49,1.3851,5.5011,2.6393,1.5823,0.7424,0.1639,0.7408,1,ZeroDay_FileDrop
0.2266,0.4103,0.7876,0.2259,0.1084,1.0883,3.566,0.0428,0.016,0.0294,0.8718,0.1268,1.513,0.7511,0.3126,0.4108,0.4306,0.0599,0.4101,0,Benign
0.642,1.1244,0.4782,0.0438,1.4216,0.0575,2.3326,1.3607,0.933,1.5495,2.1087,1.1003,0.8774,0.2687,1.8764,3.5279,0.7908,0.6859,2.8163,0,Benign
3.2062,0.6003,2.1196,0.0102,2.8433,1.7171,2.9076,1.4311,0.6935,0.669,0.1155,0.3227,0.1044,0.7945,0.0138,3.2317,0.8931,0.0571,0.3158,0,Benign
0.993,0.3588,0.4251,0.6675,1.5551,0.1856,4.7667,0.9893,0.2431,1.1012,0.9282,0.5951,1.6336,2.6727,0.5159,0.8468,0.8894,0.9766,2.0308,0,Benign
0.1875,2.2734,0.1575,1.8714,1.0875,2.3045,3.1484,0.3839,0.7538,0.2694,3.4057,0.4279,0.5927,0.3301,1.6039,1.3626,0.4989,0.7893,0.5756,0,Benign
0.8901,1.9138,0.4437,0.0789,0.0086,0.0996,3.7871,0.2315,1.0139,1.1459,0.8016,0.7498,0.0804,0.0064,0.5097,1.0458,0.6142,0.4346,1.8124,0,Benign
0.6645,0.3781,1.9582,0.5391,0.5577,1.2817,3.9242,0.692,2.4146,0.0073,0.7105,0.4379,1.5314,0.2347,0.216,0.053,0.5573,0.2143,0.3055,0,Benign
0.7722,0.5116,0.1554,0.8583,0.8368,0.4214,4.1409,0.1583,0.9475,0.3058,0.3732,1.5023,0.1841,1.1971,5.6105,0.6595,0.2707,3.66,0.0923,0,Benign
0.3568,0.7665,0.3915,0.0739,0.2891,0.1388,2.6219,0.0208,0.063,0.6156,0.7291,0.6982,0.0716,0.759,2.2769,0.3832,0.4394,0.23,0.6409,0,Benign
0.4032,1.1914,0.3593,1.5293,0.84,0.1515,3.5671,0.0834,0.8203,3.6675,0.0098,0.7845,0.2782,0.1527,0.7186,0.0577,0.9134,0.2648,2.1611,0,Benign
0.4566,1.3894,0.4148,0.6661,1.4333,0.7588,1.7807,0.1183,1.6881,2.0722,0.6415,0.1632,0.0265,0.6389,0.0229,1.3863,0.2394,0.8253,0.2491,0,Benign
2.7139,0.6953,2.4249,0.3619,1.7865,0.7454,3.0002,0.0848,0.3066,0.3432,0.2207,1.5219,0.2421,0.2878,2.1439,0.5058,0.7527,0.326,1.5099,0,Benign
0.1122,0.2531,0.0055,0.0324,0.3053,80.25,4.0759,0.1311,0.9517,0.5632,0.0717,1.6172,0.6702,0.4573,0.0273,0.7539,1.4176,0.4868,0.3797,1,DataExfiltration
0.1494,0.4129,0.8141,0.5913,0.702,1.5276,3.4445,0.1262,0.9013,0.1512,0.224,0.815,2.8567,0.6789,1.398,2.5129,0.154,5.5566,1.0549,0,Benign
0.995,0.7101,1.0768,2.5973,1.1229,1.0229,3.2494,0.3564,0.4768,0.6781,0.392,0.4994,0.1593,0.5325,0.1908,1.1763,0.6621,0.9738,0.1678,0,Benign
